
%NQSII(INFO): ------- Output from job:0000 -------
       6.091s 0000 Spinup Function norm 4.328962677595e+01
       6.083s 0001 Spinup Function norm 2.228472721859e+01
       6.088s 0002 Spinup Function norm 1.286500993446e+01
       5.952s 0000 Spinup Function norm 4.328962677595e+01
       5.961s 0001 Spinup Function norm 2.228472721859e+01
       5.950s 0002 Spinup Function norm 1.286500993446e+01
       5.591s 0000 Spinup Function norm 4.328962677595e+01
       5.584s 0001 Spinup Function norm 2.228472721859e+01
       5.582s 0002 Spinup Function norm 1.286500993446e+01
       5.404s 0000 Spinup Function norm 4.328962677595e+01
       5.402s 0001 Spinup Function norm 2.228472721859e+01
       5.403s 0002 Spinup Function norm 1.286500993446e+01
       5.283s 0000 Spinup Function norm 4.328962677595e+01
       5.274s 0001 Spinup Function norm 2.228472721859e+01
       5.292s 0002 Spinup Function norm 1.286500993446e+01
       5.029s 0000 Spinup Function norm 4.328962677595e+01
       5.032s 0001 Spinup Function norm 2.228472721859e+01
       5.030s 0002 Spinup Function norm 1.286500993446e+01
       4.866s 0000 Spinup Function norm 4.328962677595e+01
       4.863s 0001 Spinup Function norm 2.228472721859e+01
       4.907s 0002 Spinup Function norm 1.286500993446e+01
       4.684s 0000 Spinup Function norm 4.328962677595e+01
       4.681s 0001 Spinup Function norm 2.228472721859e+01
       4.683s 0002 Spinup Function norm 1.286500993446e+01
       4.513s 0000 Spinup Function norm 4.328962677595e+01
       4.505s 0001 Spinup Function norm 2.228472721859e+01
       4.506s 0002 Spinup Function norm 1.286500993446e+01
       4.464s 0000 Spinup Function norm 4.328962677595e+01
       4.462s 0001 Spinup Function norm 2.228472721859e+01
       4.463s 0002 Spinup Function norm 1.286500993446e+01
       4.309s 0000 Spinup Function norm 4.328962677595e+01
       4.307s 0001 Spinup Function norm 2.228472721859e+01
       4.311s 0002 Spinup Function norm 1.286500993446e+01
       4.209s 0000 Spinup Function norm 4.328962677595e+01
       4.203s 0001 Spinup Function norm 2.228472721859e+01
       4.203s 0002 Spinup Function norm 1.286500993446e+01
       4.073s 0000 Spinup Function norm 4.328962677595e+01
       4.057s 0001 Spinup Function norm 2.228472721859e+01
       4.068s 0002 Spinup Function norm 1.286500993446e+01
       3.967s 0000 Spinup Function norm 4.328962677595e+01
       3.965s 0001 Spinup Function norm 2.228472721859e+01
       3.988s 0002 Spinup Function norm 1.286500993446e+01
       3.846s 0000 Spinup Function norm 4.328962677595e+01
       3.851s 0001 Spinup Function norm 2.228472721859e+01
       3.841s 0002 Spinup Function norm 1.286500993446e+01
       3.794s 0000 Spinup Function norm 4.328962677595e+01
       3.792s 0001 Spinup Function norm 2.228472721859e+01
       3.784s 0002 Spinup Function norm 1.286500993446e+01
       3.703s 0000 Spinup Function norm 4.328962677595e+01
       3.704s 0001 Spinup Function norm 2.228472721859e+01
       3.711s 0002 Spinup Function norm 1.286500993446e+01
       3.626s 0000 Spinup Function norm 4.328962677595e+01
       3.618s 0001 Spinup Function norm 2.228472721859e+01
       3.605s 0002 Spinup Function norm 1.286500993446e+01
       3.521s 0000 Spinup Function norm 4.328962677595e+01
       3.519s 0001 Spinup Function norm 2.228472721859e+01
       3.535s 0002 Spinup Function norm 1.286500993446e+01
       3.483s 0000 Spinup Function norm 4.328962677595e+01
       3.469s 0001 Spinup Function norm 2.228472721859e+01
       3.472s 0002 Spinup Function norm 1.286500993446e+01
       3.352s 0000 Spinup Function norm 4.328962677595e+01
       3.354s 0001 Spinup Function norm 2.228472721859e+01
       3.346s 0002 Spinup Function norm 1.286500993446e+01
       3.311s 0000 Spinup Function norm 4.328962677595e+01
       3.298s 0001 Spinup Function norm 2.228472721859e+01
       3.296s 0002 Spinup Function norm 1.286500993446e+01
       3.188s 0000 Spinup Function norm 4.328962677595e+01
       3.189s 0001 Spinup Function norm 2.228472721859e+01
       3.233s 0002 Spinup Function norm 1.286500993446e+01
       3.127s 0000 Spinup Function norm 4.328962677595e+01
       3.123s 0001 Spinup Function norm 2.228472721859e+01
       3.100s 0002 Spinup Function norm 1.286500993446e+01
       3.095s 0000 Spinup Function norm 4.328962677595e+01
       3.069s 0001 Spinup Function norm 2.228472721859e+01
       3.074s 0002 Spinup Function norm 1.286500993446e+01
       2.982s 0000 Spinup Function norm 4.328962677595e+01
       2.977s 0001 Spinup Function norm 2.228472721859e+01
       2.978s 0002 Spinup Function norm 1.286500993446e+01
       2.910s 0000 Spinup Function norm 4.328962677595e+01
       2.900s 0001 Spinup Function norm 2.228472721859e+01
       2.903s 0002 Spinup Function norm 1.286500993446e+01
       2.874s 0000 Spinup Function norm 4.328962677595e+01
       2.873s 0001 Spinup Function norm 2.228472721859e+01
       2.980s 0002 Spinup Function norm 1.286500993446e+01
       2.797s 0000 Spinup Function norm 4.328962677595e+01
       2.795s 0001 Spinup Function norm 2.228472721859e+01
       2.800s 0002 Spinup Function norm 1.286500993446e+01
       2.806s 0000 Spinup Function norm 4.328962677595e+01
       2.758s 0001 Spinup Function norm 2.228472721859e+01
       2.758s 0002 Spinup Function norm 1.286500993446e+01
       2.703s 0000 Spinup Function norm 4.328962677595e+01
       2.693s 0001 Spinup Function norm 2.228472721859e+01
       2.699s 0002 Spinup Function norm 1.286500993446e+01
       2.638s 0000 Spinup Function norm 4.328962677595e+01
       2.633s 0001 Spinup Function norm 2.228472721859e+01
       2.634s 0002 Spinup Function norm 1.286500993446e+01
       2.568s 0000 Spinup Function norm 4.328962677595e+01
       2.582s 0001 Spinup Function norm 2.228472721859e+01
       2.568s 0002 Spinup Function norm 1.286500993446e+01
       2.557s 0000 Spinup Function norm 4.328962677595e+01
       2.553s 0001 Spinup Function norm 2.228472721859e+01
       2.549s 0002 Spinup Function norm 1.286500993446e+01
       2.504s 0000 Spinup Function norm 4.328962677595e+01
       2.480s 0001 Spinup Function norm 2.228472721859e+01
       2.497s 0002 Spinup Function norm 1.286500993446e+01
       2.452s 0000 Spinup Function norm 4.328962677595e+01
       2.452s 0001 Spinup Function norm 2.228472721859e+01
       2.443s 0002 Spinup Function norm 1.286500993446e+01
       2.411s 0000 Spinup Function norm 4.328962677595e+01
       2.404s 0001 Spinup Function norm 2.228472721859e+01
       2.404s 0002 Spinup Function norm 1.286500993446e+01
       2.367s 0000 Spinup Function norm 4.328962677595e+01
       2.331s 0001 Spinup Function norm 2.228472721859e+01
       2.348s 0002 Spinup Function norm 1.286500993446e+01
       2.291s 0000 Spinup Function norm 4.328962677595e+01
       2.290s 0001 Spinup Function norm 2.228472721859e+01
       2.278s 0002 Spinup Function norm 1.286500993446e+01
       2.296s 0000 Spinup Function norm 4.328962677595e+01
       2.289s 0001 Spinup Function norm 2.228472721859e+01
       2.291s 0002 Spinup Function norm 1.286500993446e+01
       2.235s 0000 Spinup Function norm 4.328962677595e+01
       2.254s 0001 Spinup Function norm 2.228472721859e+01
       2.274s 0002 Spinup Function norm 1.286500993446e+01
       2.185s 0000 Spinup Function norm 4.328962677595e+01
       2.181s 0001 Spinup Function norm 2.228472721859e+01
       2.180s 0002 Spinup Function norm 1.286500993446e+01
       2.173s 0000 Spinup Function norm 4.328962677595e+01
       2.169s 0001 Spinup Function norm 2.228472721859e+01
       2.172s 0002 Spinup Function norm 1.286500993446e+01
       2.145s 0000 Spinup Function norm 4.328962677595e+01
       2.141s 0001 Spinup Function norm 2.228472721859e+01
       2.133s 0002 Spinup Function norm 1.286500993446e+01
       2.150s 0000 Spinup Function norm 4.328962677595e+01
       2.116s 0001 Spinup Function norm 2.228472721859e+01
       2.114s 0002 Spinup Function norm 1.286500993446e+01
       2.058s 0000 Spinup Function norm 4.328962677595e+01
       2.059s 0001 Spinup Function norm 2.228472721859e+01
       2.049s 0002 Spinup Function norm 1.286500993446e+01
       2.028s 0000 Spinup Function norm 4.328962677595e+01
       2.027s 0001 Spinup Function norm 2.228472721859e+01
       2.027s 0002 Spinup Function norm 1.286500993446e+01
       2.015s 0000 Spinup Function norm 4.328962677595e+01
       2.011s 0001 Spinup Function norm 2.228472721859e+01
       2.008s 0002 Spinup Function norm 1.286500993446e+01
       1.984s 0000 Spinup Function norm 4.328962677595e+01
       1.976s 0001 Spinup Function norm 2.228472721859e+01
       1.970s 0002 Spinup Function norm 1.286500993446e+01
       1.959s 0000 Spinup Function norm 4.328962677595e+01
       1.943s 0001 Spinup Function norm 2.228472721859e+01
       1.953s 0002 Spinup Function norm 1.286500993446e+01
       1.929s 0000 Spinup Function norm 4.328962677595e+01
       1.932s 0001 Spinup Function norm 2.228472721859e+01
       1.927s 0002 Spinup Function norm 1.286500993446e+01
       1.898s 0000 Spinup Function norm 4.328962677595e+01
       1.898s 0001 Spinup Function norm 2.228472721859e+01
       1.894s 0002 Spinup Function norm 1.286500993446e+01
       1.898s 0000 Spinup Function norm 4.328962677595e+01
       1.894s 0001 Spinup Function norm 2.228472721859e+01
       1.984s 0002 Spinup Function norm 1.286500993446e+01
       1.860s 0000 Spinup Function norm 4.328962677595e+01
       1.860s 0001 Spinup Function norm 2.228472721859e+01
       1.845s 0002 Spinup Function norm 1.286500993446e+01
       1.805s 0000 Spinup Function norm 4.328962677595e+01
       1.807s 0001 Spinup Function norm 2.228472721859e+01
       1.810s 0002 Spinup Function norm 1.286500993446e+01
       1.792s 0000 Spinup Function norm 4.328962677595e+01
       1.790s 0001 Spinup Function norm 2.228472721859e+01
       1.789s 0002 Spinup Function norm 1.286500993446e+01
       1.800s 0000 Spinup Function norm 4.328962677595e+01
       1.782s 0001 Spinup Function norm 2.228472721859e+01
       1.793s 0002 Spinup Function norm 1.286500993446e+01
       1.792s 0000 Spinup Function norm 4.328962677595e+01
       1.787s 0001 Spinup Function norm 2.228472721859e+01
       1.791s 0002 Spinup Function norm 1.286500993446e+01
       1.750s 0000 Spinup Function norm 4.328962677595e+01
       1.741s 0001 Spinup Function norm 2.228472721859e+01
       1.748s 0002 Spinup Function norm 1.286500993446e+01
       1.721s 0000 Spinup Function norm 4.328962677595e+01
       1.721s 0001 Spinup Function norm 2.228472721859e+01
       1.722s 0002 Spinup Function norm 1.286500993446e+01
       1.709s 0000 Spinup Function norm 4.328962677595e+01
       1.708s 0001 Spinup Function norm 2.228472721859e+01
       1.706s 0002 Spinup Function norm 1.286500993446e+01
       1.671s 0000 Spinup Function norm 4.328962677595e+01
       1.655s 0001 Spinup Function norm 2.228472721859e+01
       1.667s 0002 Spinup Function norm 1.286500993446e+01
       1.724s 0000 Spinup Function norm 4.328962677595e+01
       1.678s 0001 Spinup Function norm 2.228472721859e+01
       1.662s 0002 Spinup Function norm 1.286500993446e+01
       1.639s 0000 Spinup Function norm 4.328962677595e+01
       1.625s 0001 Spinup Function norm 2.228472721859e+01
       1.628s 0002 Spinup Function norm 1.286500993446e+01
       1.639s 0000 Spinup Function norm 4.328962677595e+01
       1.632s 0001 Spinup Function norm 2.228472721859e+01
       1.634s 0002 Spinup Function norm 1.286500993446e+01
       1.634s 0000 Spinup Function norm 4.328962677595e+01
       1.621s 0001 Spinup Function norm 2.228472721859e+01
       1.639s 0002 Spinup Function norm 1.286500993446e+01
       1.596s 0000 Spinup Function norm 4.328962677595e+01
       1.592s 0001 Spinup Function norm 2.228472721859e+01
       1.592s 0002 Spinup Function norm 1.286500993446e+01
       1.570s 0000 Spinup Function norm 4.328962677595e+01
       1.575s 0001 Spinup Function norm 2.228472721859e+01
       1.569s 0002 Spinup Function norm 1.286500993446e+01
       1.555s 0000 Spinup Function norm 4.328962677595e+01
       1.540s 0001 Spinup Function norm 2.228472721859e+01
       1.607s 0002 Spinup Function norm 1.286500993446e+01
       1.535s 0000 Spinup Function norm 4.328962677595e+01
       1.533s 0001 Spinup Function norm 2.228472721859e+01
       1.528s 0002 Spinup Function norm 1.286500993446e+01
       1.543s 0000 Spinup Function norm 4.328962677595e+01
       1.520s 0001 Spinup Function norm 2.228472721859e+01
       1.526s 0002 Spinup Function norm 1.286500993446e+01
       1.500s 0000 Spinup Function norm 4.328962677595e+01
       1.494s 0001 Spinup Function norm 2.228472721859e+01
       1.500s 0002 Spinup Function norm 1.286500993446e+01
       1.486s 0000 Spinup Function norm 4.328962677595e+01
       1.492s 0001 Spinup Function norm 2.228472721859e+01
       1.485s 0002 Spinup Function norm 1.286500993446e+01
       1.475s 0000 Spinup Function norm 4.328962677595e+01
       1.484s 0001 Spinup Function norm 2.228472721859e+01
       1.478s 0002 Spinup Function norm 1.286500993446e+01
       1.471s 0000 Spinup Function norm 4.328962677595e+01
       1.505s 0001 Spinup Function norm 2.228472721859e+01
       1.477s 0002 Spinup Function norm 1.286500993446e+01
       1.458s 0000 Spinup Function norm 4.328962677595e+01
       1.444s 0001 Spinup Function norm 2.228472721859e+01
       1.441s 0002 Spinup Function norm 1.286500993446e+01
       1.453s 0000 Spinup Function norm 4.328962677595e+01
       1.450s 0001 Spinup Function norm 2.228472721859e+01
       1.444s 0002 Spinup Function norm 1.286500993446e+01
       1.426s 0000 Spinup Function norm 4.328962677595e+01
       1.432s 0001 Spinup Function norm 2.228472721859e+01
       1.426s 0002 Spinup Function norm 1.286500993446e+01
       1.451s 0000 Spinup Function norm 4.328962677595e+01
       1.408s 0001 Spinup Function norm 2.228472721859e+01
       1.420s 0002 Spinup Function norm 1.286500993446e+01
       1.419s 0000 Spinup Function norm 4.328962677595e+01
       1.404s 0001 Spinup Function norm 2.228472721859e+01
       1.414s 0002 Spinup Function norm 1.286500993446e+01
       1.401s 0000 Spinup Function norm 4.328962677595e+01
       1.398s 0001 Spinup Function norm 2.228472721859e+01
       1.400s 0002 Spinup Function norm 1.286500993446e+01
       1.368s 0000 Spinup Function norm 4.328962677595e+01
       1.383s 0001 Spinup Function norm 2.228472721859e+01
       1.361s 0002 Spinup Function norm 1.286500993446e+01
       1.372s 0000 Spinup Function norm 4.328962677595e+01
       1.380s 0001 Spinup Function norm 2.228472721859e+01
       1.372s 0002 Spinup Function norm 1.286500993446e+01
       1.360s 0000 Spinup Function norm 4.328962677595e+01
       1.360s 0001 Spinup Function norm 2.228472721859e+01
       1.364s 0002 Spinup Function norm 1.286500993446e+01
       1.390s 0000 Spinup Function norm 4.328962677595e+01
       1.345s 0001 Spinup Function norm 2.228472721859e+01
       1.370s 0002 Spinup Function norm 1.286500993446e+01
       1.386s 0000 Spinup Function norm 4.328962677595e+01
       1.332s 0001 Spinup Function norm 2.228472721859e+01
       1.345s 0002 Spinup Function norm 1.286500993446e+01
       1.320s 0000 Spinup Function norm 4.328962677595e+01
       1.317s 0001 Spinup Function norm 2.228472721859e+01
       1.310s 0002 Spinup Function norm 1.286500993446e+01
       1.314s 0000 Spinup Function norm 4.328962677595e+01
       1.311s 0001 Spinup Function norm 2.228472721859e+01
       1.309s 0002 Spinup Function norm 1.286500993446e+01
       1.301s 0000 Spinup Function norm 4.328962677595e+01
       1.310s 0001 Spinup Function norm 2.228472721859e+01
       1.305s 0002 Spinup Function norm 1.286500993446e+01
       1.288s 0000 Spinup Function norm 4.328962677595e+01
       1.298s 0001 Spinup Function norm 2.228472721859e+01
       1.287s 0002 Spinup Function norm 1.286500993446e+01
       1.275s 0000 Spinup Function norm 4.328962677595e+01
       1.285s 0001 Spinup Function norm 2.228472721859e+01
       1.337s 0002 Spinup Function norm 1.286500993446e+01
       1.276s 0000 Spinup Function norm 4.328962677595e+01
       1.274s 0001 Spinup Function norm 2.228472721859e+01
       1.277s 0002 Spinup Function norm 1.286500993446e+01
       1.281s 0000 Spinup Function norm 4.328962677595e+01
       1.265s 0001 Spinup Function norm 2.228472721859e+01
       1.281s 0002 Spinup Function norm 1.286500993446e+01
       1.265s 0000 Spinup Function norm 4.328962677595e+01
       1.254s 0001 Spinup Function norm 2.228472721859e+01
       1.257s 0002 Spinup Function norm 1.286500993446e+01
       1.263s 0000 Spinup Function norm 4.328962677595e+01
       1.242s 0001 Spinup Function norm 2.228472721859e+01
       1.256s 0002 Spinup Function norm 1.286500993446e+01
       1.283s 0000 Spinup Function norm 4.328962677595e+01
       1.234s 0001 Spinup Function norm 2.228472721859e+01
       1.244s 0002 Spinup Function norm 1.286500993446e+01
       1.264s 0000 Spinup Function norm 4.328962677595e+01
       1.235s 0001 Spinup Function norm 2.228472721859e+01
       1.245s 0002 Spinup Function norm 1.286500993446e+01
       1.226s 0000 Spinup Function norm 4.328962677595e+01
       1.215s 0001 Spinup Function norm 2.228472721859e+01
       1.219s 0002 Spinup Function norm 1.286500993446e+01
       1.224s 0000 Spinup Function norm 4.328962677595e+01
       1.205s 0001 Spinup Function norm 2.228472721859e+01
       1.214s 0002 Spinup Function norm 1.286500993446e+01
       1.221s 0000 Spinup Function norm 4.328962677595e+01
       1.202s 0001 Spinup Function norm 2.228472721859e+01
       1.214s 0002 Spinup Function norm 1.286500993446e+01
       1.242s 0000 Spinup Function norm 4.328962677595e+01
       1.227s 0001 Spinup Function norm 2.228472721859e+01
       1.239s 0002 Spinup Function norm 1.286500993446e+01
       1.205s 0000 Spinup Function norm 4.328962677595e+01
       1.191s 0001 Spinup Function norm 2.228472721859e+01
       1.205s 0002 Spinup Function norm 1.286500993446e+01
       1.177s 0000 Spinup Function norm 4.328962677595e+01
       1.168s 0001 Spinup Function norm 2.228472721859e+01
       1.176s 0002 Spinup Function norm 1.286500993446e+01
       1.177s 0000 Spinup Function norm 4.328962677595e+01
       1.174s 0001 Spinup Function norm 2.228472721859e+01
       1.175s 0002 Spinup Function norm 1.286500993446e+01
       1.210s 0000 Spinup Function norm 4.328962677595e+01
       1.200s 0001 Spinup Function norm 2.228472721859e+01
       1.171s 0002 Spinup Function norm 1.286500993446e+01
       1.176s 0000 Spinup Function norm 4.328962677595e+01
       1.169s 0001 Spinup Function norm 2.228472721859e+01
       1.178s 0002 Spinup Function norm 1.286500993446e+01
       1.191s 0000 Spinup Function norm 4.328962677595e+01
       1.185s 0001 Spinup Function norm 2.228472721859e+01
       1.197s 0002 Spinup Function norm 1.286500993446e+01
       1.138s 0000 Spinup Function norm 4.328962677595e+01
       1.152s 0001 Spinup Function norm 2.228472721859e+01
       1.182s 0002 Spinup Function norm 1.286500993446e+01
       1.146s 0000 Spinup Function norm 4.328962677595e+01
       1.145s 0001 Spinup Function norm 2.228472721859e+01
       1.148s 0002 Spinup Function norm 1.286500993446e+01
       1.143s 0000 Spinup Function norm 4.328962677595e+01
       1.142s 0001 Spinup Function norm 2.228472721859e+01
       1.145s 0002 Spinup Function norm 1.286500993446e+01
       1.136s 0000 Spinup Function norm 4.328962677595e+01
       1.132s 0001 Spinup Function norm 2.228472721859e+01
       1.138s 0002 Spinup Function norm 1.286500993446e+01
       1.113s 0000 Spinup Function norm 4.328962677595e+01
       1.111s 0001 Spinup Function norm 2.228472721859e+01
       1.132s 0002 Spinup Function norm 1.286500993446e+01
       1.138s 0000 Spinup Function norm 4.328962677595e+01
       1.127s 0001 Spinup Function norm 2.228472721859e+01
       1.145s 0002 Spinup Function norm 1.286500993446e+01
       1.127s 0000 Spinup Function norm 4.328962677595e+01
       1.112s 0001 Spinup Function norm 2.228472721859e+01
       1.128s 0002 Spinup Function norm 1.286500993446e+01
       1.108s 0000 Spinup Function norm 4.328962677595e+01
       1.110s 0001 Spinup Function norm 2.228472721859e+01
       1.113s 0002 Spinup Function norm 1.286500993446e+01
       1.111s 0000 Spinup Function norm 4.328962677595e+01
       1.096s 0001 Spinup Function norm 2.228472721859e+01
       1.110s 0002 Spinup Function norm 1.286500993446e+01
       1.135s 0000 Spinup Function norm 4.328962677595e+01
       1.094s 0001 Spinup Function norm 2.228472721859e+01
       1.104s 0002 Spinup Function norm 1.286500993446e+01
       1.103s 0000 Spinup Function norm 4.328962677595e+01
       1.078s 0001 Spinup Function norm 2.228472721859e+01
       1.107s 0002 Spinup Function norm 1.286500993446e+01
       1.130s 0000 Spinup Function norm 4.328962677595e+01
       1.105s 0001 Spinup Function norm 2.228472721859e+01
       1.120s 0002 Spinup Function norm 1.286500993446e+01
       1.092s 0000 Spinup Function norm 4.328962677595e+01
       1.085s 0001 Spinup Function norm 2.228472721859e+01
       1.080s 0002 Spinup Function norm 1.286500993446e+01
       1.099s 0000 Spinup Function norm 4.328962677595e+01
       1.077s 0001 Spinup Function norm 2.228472721859e+01
       1.080s 0002 Spinup Function norm 1.286500993446e+01
       1.079s 0000 Spinup Function norm 4.328962677595e+01
       1.062s 0001 Spinup Function norm 2.228472721859e+01
       1.070s 0002 Spinup Function norm 1.286500993446e+01
       1.086s 0000 Spinup Function norm 4.328962677595e+01
       1.071s 0001 Spinup Function norm 2.228472721859e+01
       1.076s 0002 Spinup Function norm 1.286500993446e+01
       1.073s 0000 Spinup Function norm 4.328962677595e+01
       1.069s 0001 Spinup Function norm 2.228472721859e+01
       1.068s 0002 Spinup Function norm 1.286500993446e+01
       1.057s 0000 Spinup Function norm 4.328962677595e+01
       1.061s 0001 Spinup Function norm 2.228472721859e+01
       1.056s 0002 Spinup Function norm 1.286500993446e+01
       1.055s 0000 Spinup Function norm 4.328962677595e+01
       1.066s 0001 Spinup Function norm 2.228472721859e+01
       1.051s 0002 Spinup Function norm 1.286500993446e+01
       1.058s 0000 Spinup Function norm 4.328962677595e+01
       1.305s 0001 Spinup Function norm 2.228472721859e+01
       1.082s 0002 Spinup Function norm 1.286500993446e+01
       1.106s 0000 Spinup Function norm 4.328962677595e+01
       1.099s 0001 Spinup Function norm 2.228472721859e+01
       1.084s 0002 Spinup Function norm 1.286500993446e+01
       1.052s 0000 Spinup Function norm 4.328962677595e+01
       1.068s 0001 Spinup Function norm 2.228472721859e+01
       1.054s 0002 Spinup Function norm 1.286500993446e+01
       1.038s 0000 Spinup Function norm 4.328962677595e+01
       1.045s 0001 Spinup Function norm 2.228472721859e+01
       1.036s 0002 Spinup Function norm 1.286500993446e+01
       1.030s 0000 Spinup Function norm 4.328962677595e+01
       1.037s 0001 Spinup Function norm 2.228472721859e+01
       1.026s 0002 Spinup Function norm 1.286500993446e+01
