
%NQSII(INFO): ------- Output from job:0000 -------
       1.432s 0002 Spinup Function norm 1.286500993446e+01
       1.446s 0000 Spinup Function norm 4.328962677595e+01
       1.424s 0001 Spinup Function norm 2.228472721859e+01
       1.427s 0002 Spinup Function norm 1.286500993446e+01
       1.431s 0000 Spinup Function norm 4.328962677595e+01
       1.438s 0001 Spinup Function norm 2.228472721859e+01
       1.452s 0002 Spinup Function norm 1.286500993446e+01
       1.410s 0000 Spinup Function norm 4.328962677595e+01
       1.400s 0001 Spinup Function norm 2.228472721859e+01
       1.405s 0002 Spinup Function norm 1.286500993446e+01
       1.414s 0000 Spinup Function norm 4.328962677595e+01
       1.411s 0001 Spinup Function norm 2.228472721859e+01
       1.405s 0002 Spinup Function norm 1.286500993446e+01
       1.363s 0000 Spinup Function norm 4.328962677595e+01
       1.363s 0001 Spinup Function norm 2.228472721859e+01
       1.362s 0002 Spinup Function norm 1.286500993446e+01
       1.363s 0000 Spinup Function norm 4.328962677595e+01
       1.370s 0001 Spinup Function norm 2.228472721859e+01
       1.404s 0002 Spinup Function norm 1.286500993446e+01
       1.369s 0000 Spinup Function norm 4.328962677595e+01
       1.357s 0001 Spinup Function norm 2.228472721859e+01
       1.369s 0002 Spinup Function norm 1.286500993446e+01
       1.361s 0000 Spinup Function norm 4.328962677595e+01
       1.373s 0001 Spinup Function norm 2.228472721859e+01
       1.388s 0002 Spinup Function norm 1.286500993446e+01
       1.345s 0000 Spinup Function norm 4.328962677595e+01
       1.348s 0001 Spinup Function norm 2.228472721859e+01
       1.335s 0002 Spinup Function norm 1.286500993446e+01
       1.309s 0000 Spinup Function norm 4.328962677595e+01
       1.321s 0001 Spinup Function norm 2.228472721859e+01
       1.309s 0002 Spinup Function norm 1.286500993446e+01
       1.340s 0000 Spinup Function norm 4.328962677595e+01
       1.323s 0001 Spinup Function norm 2.228472721859e+01
       1.308s 0002 Spinup Function norm 1.286500993446e+01
       1.309s 0000 Spinup Function norm 4.328962677595e+01
       1.289s 0001 Spinup Function norm 2.228472721859e+01
       1.296s 0002 Spinup Function norm 1.286500993446e+01
       1.305s 0000 Spinup Function norm 4.328962677595e+01
       1.291s 0001 Spinup Function norm 2.228472721859e+01
       1.288s 0002 Spinup Function norm 1.286500993446e+01
       1.299s 0000 Spinup Function norm 4.328962677595e+01
       1.286s 0001 Spinup Function norm 2.228472721859e+01
       1.290s 0002 Spinup Function norm 1.286500993446e+01
       1.316s 0000 Spinup Function norm 4.328962677595e+01
       1.265s 0001 Spinup Function norm 2.228472721859e+01
       1.268s 0002 Spinup Function norm 1.286500993446e+01
       1.277s 0000 Spinup Function norm 4.328962677595e+01
       1.276s 0001 Spinup Function norm 2.228472721859e+01
       1.278s 0002 Spinup Function norm 1.286500993446e+01
       1.250s 0000 Spinup Function norm 4.328962677595e+01
       1.251s 0001 Spinup Function norm 2.228472721859e+01
       1.262s 0002 Spinup Function norm 1.286500993446e+01
       1.251s 0000 Spinup Function norm 4.328962677595e+01
       1.236s 0001 Spinup Function norm 2.228472721859e+01
       1.249s 0002 Spinup Function norm 1.286500993446e+01
       1.246s 0000 Spinup Function norm 4.328962677595e+01
       1.226s 0001 Spinup Function norm 2.228472721859e+01
       1.238s 0002 Spinup Function norm 1.286500993446e+01
       1.265s 0000 Spinup Function norm 4.328962677595e+01
       1.222s 0001 Spinup Function norm 2.228472721859e+01
       1.237s 0002 Spinup Function norm 1.286500993446e+01
       1.217s 0000 Spinup Function norm 4.328962677595e+01
       1.204s 0001 Spinup Function norm 2.228472721859e+01
       1.217s 0002 Spinup Function norm 1.286500993446e+01
       1.212s 0000 Spinup Function norm 4.328962677595e+01
       1.197s 0001 Spinup Function norm 2.228472721859e+01
       1.210s 0002 Spinup Function norm 1.286500993446e+01
       1.222s 0000 Spinup Function norm 4.328962677595e+01
       1.207s 0001 Spinup Function norm 2.228472721859e+01
       1.222s 0002 Spinup Function norm 1.286500993446e+01
       1.245s 0000 Spinup Function norm 4.328962677595e+01
       1.219s 0001 Spinup Function norm 2.228472721859e+01
       1.223s 0002 Spinup Function norm 1.286500993446e+01
       1.207s 0000 Spinup Function norm 4.328962677595e+01
       1.216s 0001 Spinup Function norm 2.228472721859e+01
       1.257s 0002 Spinup Function norm 1.286500993446e+01
       1.175s 0000 Spinup Function norm 4.328962677595e+01
       1.172s 0001 Spinup Function norm 2.228472721859e+01
       1.168s 0002 Spinup Function norm 1.286500993446e+01
       1.183s 0000 Spinup Function norm 4.328962677595e+01
       1.172s 0001 Spinup Function norm 2.228472721859e+01
       1.172s 0002 Spinup Function norm 1.286500993446e+01
       1.174s 0000 Spinup Function norm 4.328962677595e+01
       1.166s 0001 Spinup Function norm 2.228472721859e+01
       1.165s 0002 Spinup Function norm 1.286500993446e+01
       1.172s 0000 Spinup Function norm 4.328962677595e+01
       1.169s 0001 Spinup Function norm 2.228472721859e+01
       1.170s 0002 Spinup Function norm 1.286500993446e+01
       1.168s 0000 Spinup Function norm 4.328962677595e+01
       1.167s 0001 Spinup Function norm 2.228472721859e+01
       1.165s 0002 Spinup Function norm 1.286500993446e+01
       1.141s 0000 Spinup Function norm 4.328962677595e+01
       1.133s 0001 Spinup Function norm 2.228472721859e+01
       1.135s 0002 Spinup Function norm 1.286500993446e+01
       1.141s 0000 Spinup Function norm 4.328962677595e+01
       1.140s 0001 Spinup Function norm 2.228472721859e+01
       1.141s 0002 Spinup Function norm 1.286500993446e+01
       1.153s 0000 Spinup Function norm 4.328962677595e+01
       1.142s 0001 Spinup Function norm 2.228472721859e+01
       1.142s 0002 Spinup Function norm 1.286500993446e+01
       1.140s 0000 Spinup Function norm 4.328962677595e+01
       1.133s 0001 Spinup Function norm 2.228472721859e+01
       1.132s 0002 Spinup Function norm 1.286500993446e+01
       1.141s 0000 Spinup Function norm 4.328962677595e+01
       1.109s 0001 Spinup Function norm 2.228472721859e+01
       1.111s 0002 Spinup Function norm 1.286500993446e+01
       1.136s 0000 Spinup Function norm 4.328962677595e+01
       1.130s 0001 Spinup Function norm 2.228472721859e+01
       1.128s 0002 Spinup Function norm 1.286500993446e+01
       1.120s 0000 Spinup Function norm 4.328962677595e+01
       1.113s 0001 Spinup Function norm 2.228472721859e+01
       1.113s 0002 Spinup Function norm 1.286500993446e+01
       1.111s 0000 Spinup Function norm 4.328962677595e+01
       1.102s 0001 Spinup Function norm 2.228472721859e+01
       1.113s 0002 Spinup Function norm 1.286500993446e+01
       1.111s 0000 Spinup Function norm 4.328962677595e+01
       1.099s 0001 Spinup Function norm 2.228472721859e+01
       1.152s 0002 Spinup Function norm 1.286500993446e+01
       1.093s 0000 Spinup Function norm 4.328962677595e+01
       1.078s 0001 Spinup Function norm 2.228472721859e+01
       1.090s 0002 Spinup Function norm 1.286500993446e+01
       1.092s 0000 Spinup Function norm 4.328962677595e+01
       1.077s 0001 Spinup Function norm 2.228472721859e+01
       1.105s 0002 Spinup Function norm 1.286500993446e+01
       1.082s 0000 Spinup Function norm 4.328962677595e+01
       1.082s 0001 Spinup Function norm 2.228472721859e+01
       1.086s 0002 Spinup Function norm 1.286500993446e+01
       1.081s 0000 Spinup Function norm 4.328962677595e+01
       1.078s 0001 Spinup Function norm 2.228472721859e+01
       1.082s 0002 Spinup Function norm 1.286500993446e+01
       1.087s 0000 Spinup Function norm 4.328962677595e+01
       1.085s 0001 Spinup Function norm 2.228472721859e+01
       1.084s 0002 Spinup Function norm 1.286500993446e+01
       1.082s 0000 Spinup Function norm 4.328962677595e+01
       1.070s 0001 Spinup Function norm 2.228472721859e+01
       1.065s 0002 Spinup Function norm 1.286500993446e+01
       1.081s 0000 Spinup Function norm 4.328962677595e+01
       1.077s 0001 Spinup Function norm 2.228472721859e+01
       1.064s 0002 Spinup Function norm 1.286500993446e+01
       1.097s 0000 Spinup Function norm 4.328962677595e+01
       1.104s 0001 Spinup Function norm 2.228472721859e+01
       1.061s 0002 Spinup Function norm 1.286500993446e+01
       1.091s 0000 Spinup Function norm 4.328962677595e+01
       1.055s 0001 Spinup Function norm 2.228472721859e+01
       1.056s 0002 Spinup Function norm 1.286500993446e+01
       1.070s 0000 Spinup Function norm 4.328962677595e+01
       1.049s 0001 Spinup Function norm 2.228472721859e+01
       1.064s 0002 Spinup Function norm 1.286500993446e+01
       1.063s 0000 Spinup Function norm 4.328962677595e+01
       1.052s 0001 Spinup Function norm 2.228472721859e+01
       1.048s 0002 Spinup Function norm 1.286500993446e+01
       1.094s 0000 Spinup Function norm 4.328962677595e+01
       1.092s 0001 Spinup Function norm 2.228472721859e+01
       1.088s 0002 Spinup Function norm 1.286500993446e+01
       1.070s 0000 Spinup Function norm 4.328962677595e+01
       1.066s 0001 Spinup Function norm 2.228472721859e+01
       1.065s 0002 Spinup Function norm 1.286500993446e+01
       1.060s 0000 Spinup Function norm 4.328962677595e+01
       1.038s 0001 Spinup Function norm 2.228472721859e+01
       1.030s 0002 Spinup Function norm 1.286500993446e+01
       1.038s 0000 Spinup Function norm 4.328962677595e+01
       1.048s 0001 Spinup Function norm 2.228472721859e+01
       1.024s 0002 Spinup Function norm 1.286500993446e+01
