
%NQSII(INFO): ------- Output from job:0000 -------
       1.946s 0001 Spinup Function norm 2.228472721859e+01
       1.939s 0002 Spinup Function norm 1.286500993446e+01
       1.935s 0000 Spinup Function norm 4.328962677595e+01
       1.910s 0001 Spinup Function norm 2.228472721859e+01
       1.936s 0002 Spinup Function norm 1.286500993446e+01
       1.887s 0000 Spinup Function norm 4.328962677595e+01
       1.895s 0001 Spinup Function norm 2.228472721859e+01
       1.895s 0002 Spinup Function norm 1.286500993446e+01
       1.904s 0000 Spinup Function norm 4.328962677595e+01
       1.904s 0001 Spinup Function norm 2.228472721859e+01
       1.890s 0002 Spinup Function norm 1.286500993446e+01
       1.864s 0000 Spinup Function norm 4.328962677595e+01
       1.843s 0001 Spinup Function norm 2.228472721859e+01
       1.870s 0002 Spinup Function norm 1.286500993446e+01
       1.822s 0000 Spinup Function norm 4.328962677595e+01
       1.830s 0001 Spinup Function norm 2.228472721859e+01
       1.804s 0002 Spinup Function norm 1.286500993446e+01
       1.796s 0000 Spinup Function norm 4.328962677595e+01
       1.788s 0001 Spinup Function norm 2.228472721859e+01
       1.786s 0002 Spinup Function norm 1.286500993446e+01
       1.803s 0000 Spinup Function norm 4.328962677595e+01
       1.786s 0001 Spinup Function norm 2.228472721859e+01
       1.812s 0002 Spinup Function norm 1.286500993446e+01
       1.775s 0000 Spinup Function norm 4.328962677595e+01
       1.775s 0001 Spinup Function norm 2.228472721859e+01
       1.780s 0002 Spinup Function norm 1.286500993446e+01
       1.746s 0000 Spinup Function norm 4.328962677595e+01
       1.747s 0001 Spinup Function norm 2.228472721859e+01
       1.739s 0002 Spinup Function norm 1.286500993446e+01
       1.731s 0000 Spinup Function norm 4.328962677595e+01
       1.701s 0001 Spinup Function norm 2.228472721859e+01
       1.708s 0002 Spinup Function norm 1.286500993446e+01
       1.689s 0000 Spinup Function norm 4.328962677595e+01
       1.686s 0001 Spinup Function norm 2.228472721859e+01
       1.707s 0002 Spinup Function norm 1.286500993446e+01
       1.680s 0000 Spinup Function norm 4.328962677595e+01
       1.699s 0001 Spinup Function norm 2.228472721859e+01
       1.670s 0002 Spinup Function norm 1.286500993446e+01
       1.690s 0000 Spinup Function norm 4.328962677595e+01
       1.673s 0001 Spinup Function norm 2.228472721859e+01
       1.657s 0002 Spinup Function norm 1.286500993446e+01
       1.638s 0000 Spinup Function norm 4.328962677595e+01
       1.629s 0001 Spinup Function norm 2.228472721859e+01
       1.644s 0002 Spinup Function norm 1.286500993446e+01
       1.626s 0000 Spinup Function norm 4.328962677595e+01
       1.622s 0001 Spinup Function norm 2.228472721859e+01
       1.644s 0002 Spinup Function norm 1.286500993446e+01
       1.620s 0000 Spinup Function norm 4.328962677595e+01
       1.621s 0001 Spinup Function norm 2.228472721859e+01
       1.616s 0002 Spinup Function norm 1.286500993446e+01
       1.604s 0000 Spinup Function norm 4.328962677595e+01
       1.603s 0001 Spinup Function norm 2.228472721859e+01
       1.583s 0002 Spinup Function norm 1.286500993446e+01
       1.573s 0000 Spinup Function norm 4.328962677595e+01
       1.551s 0001 Spinup Function norm 2.228472721859e+01
       1.555s 0002 Spinup Function norm 1.286500993446e+01
       1.553s 0000 Spinup Function norm 4.328962677595e+01
       1.540s 0001 Spinup Function norm 2.228472721859e+01
       1.552s 0002 Spinup Function norm 1.286500993446e+01
       1.530s 0000 Spinup Function norm 4.328962677595e+01
       1.521s 0001 Spinup Function norm 2.228472721859e+01
       1.585s 0002 Spinup Function norm 1.286500993446e+01
       1.530s 0000 Spinup Function norm 4.328962677595e+01
       1.544s 0001 Spinup Function norm 2.228472721859e+01
       1.539s 0002 Spinup Function norm 1.286500993446e+01
       1.546s 0000 Spinup Function norm 4.328962677595e+01
       1.563s 0001 Spinup Function norm 2.228472721859e+01
       1.551s 0002 Spinup Function norm 1.286500993446e+01
       1.488s 0000 Spinup Function norm 4.328962677595e+01
       1.488s 0001 Spinup Function norm 2.228472721859e+01
       1.473s 0002 Spinup Function norm 1.286500993446e+01
       1.495s 0000 Spinup Function norm 4.328962677595e+01
       1.464s 0001 Spinup Function norm 2.228472721859e+01
       1.466s 0002 Spinup Function norm 1.286500993446e+01
       1.483s 0000 Spinup Function norm 4.328962677595e+01
       1.460s 0001 Spinup Function norm 2.228472721859e+01
       1.462s 0002 Spinup Function norm 1.286500993446e+01
       1.447s 0000 Spinup Function norm 4.328962677595e+01
       1.444s 0001 Spinup Function norm 2.228472721859e+01
       1.457s 0002 Spinup Function norm 1.286500993446e+01
       1.439s 0000 Spinup Function norm 4.328962677595e+01
       1.439s 0001 Spinup Function norm 2.228472721859e+01
       1.465s 0002 Spinup Function norm 1.286500993446e+01
       1.441s 0000 Spinup Function norm 4.328962677595e+01
       1.447s 0001 Spinup Function norm 2.228472721859e+01
       1.449s 0002 Spinup Function norm 1.286500993446e+01
       1.414s 0000 Spinup Function norm 4.328962677595e+01
       1.412s 0001 Spinup Function norm 2.228472721859e+01
       1.419s 0002 Spinup Function norm 1.286500993446e+01
       1.415s 0000 Spinup Function norm 4.328962677595e+01
       1.416s 0001 Spinup Function norm 2.228472721859e+01
       1.402s 0002 Spinup Function norm 1.286500993446e+01
       1.390s 0000 Spinup Function norm 4.328962677595e+01
       1.391s 0001 Spinup Function norm 2.228472721859e+01
       1.375s 0002 Spinup Function norm 1.286500993446e+01
       1.366s 0000 Spinup Function norm 4.328962677595e+01
       1.365s 0001 Spinup Function norm 2.228472721859e+01
       1.348s 0002 Spinup Function norm 1.286500993446e+01
       1.396s 0000 Spinup Function norm 4.328962677595e+01
       1.369s 0001 Spinup Function norm 2.228472721859e+01
       1.366s 0002 Spinup Function norm 1.286500993446e+01
       1.372s 0000 Spinup Function norm 4.328962677595e+01
       1.358s 0001 Spinup Function norm 2.228472721859e+01
       1.351s 0002 Spinup Function norm 1.286500993446e+01
       1.362s 0000 Spinup Function norm 4.328962677595e+01
       1.341s 0001 Spinup Function norm 2.228472721859e+01
       1.341s 0002 Spinup Function norm 1.286500993446e+01
       1.327s 0000 Spinup Function norm 4.328962677595e+01
       1.322s 0001 Spinup Function norm 2.228472721859e+01
       1.333s 0002 Spinup Function norm 1.286500993446e+01
       1.309s 0000 Spinup Function norm 4.328962677595e+01
       1.308s 0001 Spinup Function norm 2.228472721859e+01
       1.315s 0002 Spinup Function norm 1.286500993446e+01
       1.302s 0000 Spinup Function norm 4.328962677595e+01
       1.299s 0001 Spinup Function norm 2.228472721859e+01
       1.315s 0002 Spinup Function norm 1.286500993446e+01
       1.324s 0000 Spinup Function norm 4.328962677595e+01
       1.305s 0001 Spinup Function norm 2.228472721859e+01
       1.311s 0002 Spinup Function norm 1.286500993446e+01
       1.285s 0000 Spinup Function norm 4.328962677595e+01
       1.281s 0001 Spinup Function norm 2.228472721859e+01
       1.301s 0002 Spinup Function norm 1.286500993446e+01
       1.280s 0000 Spinup Function norm 4.328962677595e+01
       1.279s 0001 Spinup Function norm 2.228472721859e+01
       1.299s 0002 Spinup Function norm 1.286500993446e+01
       1.263s 0000 Spinup Function norm 4.328962677595e+01
       1.267s 0001 Spinup Function norm 2.228472721859e+01
       1.265s 0002 Spinup Function norm 1.286500993446e+01
       1.267s 0000 Spinup Function norm 4.328962677595e+01
       1.276s 0001 Spinup Function norm 2.228472721859e+01
       1.269s 0002 Spinup Function norm 1.286500993446e+01
       1.243s 0000 Spinup Function norm 4.328962677595e+01
       1.246s 0001 Spinup Function norm 2.228472721859e+01
       1.264s 0002 Spinup Function norm 1.286500993446e+01
       1.250s 0000 Spinup Function norm 4.328962677595e+01
       1.253s 0001 Spinup Function norm 2.228472721859e+01
       1.261s 0002 Spinup Function norm 1.286500993446e+01
       1.234s 0000 Spinup Function norm 4.328962677595e+01
       1.237s 0001 Spinup Function norm 2.228472721859e+01
       1.248s 0002 Spinup Function norm 1.286500993446e+01
       1.230s 0000 Spinup Function norm 4.328962677595e+01
       1.236s 0001 Spinup Function norm 2.228472721859e+01
       1.237s 0002 Spinup Function norm 1.286500993446e+01
       1.216s 0000 Spinup Function norm 4.328962677595e+01
       1.224s 0001 Spinup Function norm 2.228472721859e+01
       1.226s 0002 Spinup Function norm 1.286500993446e+01
       1.229s 0000 Spinup Function norm 4.328962677595e+01
       1.223s 0001 Spinup Function norm 2.228472721859e+01
       1.227s 0002 Spinup Function norm 1.286500993446e+01
       1.207s 0000 Spinup Function norm 4.328962677595e+01
       1.230s 0001 Spinup Function norm 2.228472721859e+01
       1.201s 0002 Spinup Function norm 1.286500993446e+01
       1.225s 0000 Spinup Function norm 4.328962677595e+01
       1.244s 0001 Spinup Function norm 2.228472721859e+01
       1.225s 0002 Spinup Function norm 1.286500993446e+01
       1.203s 0000 Spinup Function norm 4.328962677595e+01
       1.202s 0001 Spinup Function norm 2.228472721859e+01
       1.190s 0002 Spinup Function norm 1.286500993446e+01
       1.186s 0000 Spinup Function norm 4.328962677595e+01
       1.180s 0001 Spinup Function norm 2.228472721859e+01
       1.177s 0002 Spinup Function norm 1.286500993446e+01
       1.190s 0000 Spinup Function norm 4.328962677595e+01
       1.182s 0001 Spinup Function norm 2.228472721859e+01
       1.174s 0002 Spinup Function norm 1.286500993446e+01
       1.173s 0000 Spinup Function norm 4.328962677595e+01
       1.167s 0001 Spinup Function norm 2.228472721859e+01
       1.158s 0002 Spinup Function norm 1.286500993446e+01
       1.177s 0000 Spinup Function norm 4.328962677595e+01
       1.181s 0001 Spinup Function norm 2.228472721859e+01
       1.162s 0002 Spinup Function norm 1.286500993446e+01
       1.182s 0000 Spinup Function norm 4.328962677595e+01
       1.184s 0001 Spinup Function norm 2.228472721859e+01
       1.172s 0002 Spinup Function norm 1.286500993446e+01
       1.147s 0000 Spinup Function norm 4.328962677595e+01
       1.151s 0001 Spinup Function norm 2.228472721859e+01
       1.140s 0002 Spinup Function norm 1.286500993446e+01
       1.158s 0000 Spinup Function norm 4.328962677595e+01
       1.163s 0001 Spinup Function norm 2.228472721859e+01
       1.145s 0002 Spinup Function norm 1.286500993446e+01
       1.153s 0000 Spinup Function norm 4.328962677595e+01
       1.146s 0001 Spinup Function norm 2.228472721859e+01
       1.135s 0002 Spinup Function norm 1.286500993446e+01
       1.146s 0000 Spinup Function norm 4.328962677595e+01
       1.147s 0001 Spinup Function norm 2.228472721859e+01
       1.136s 0002 Spinup Function norm 1.286500993446e+01
       1.152s 0000 Spinup Function norm 4.328962677595e+01
       1.130s 0001 Spinup Function norm 2.228472721859e+01
       1.107s 0002 Spinup Function norm 1.286500993446e+01
       1.141s 0000 Spinup Function norm 4.328962677595e+01
       1.141s 0001 Spinup Function norm 2.228472721859e+01
       1.134s 0002 Spinup Function norm 1.286500993446e+01
       1.128s 0000 Spinup Function norm 4.328962677595e+01
       1.129s 0001 Spinup Function norm 2.228472721859e+01
       1.112s 0002 Spinup Function norm 1.286500993446e+01
       1.117s 0000 Spinup Function norm 4.328962677595e+01
       1.127s 0001 Spinup Function norm 2.228472721859e+01
       1.107s 0002 Spinup Function norm 1.286500993446e+01
       1.102s 0000 Spinup Function norm 4.328962677595e+01
       1.127s 0001 Spinup Function norm 2.228472721859e+01
       1.103s 0002 Spinup Function norm 1.286500993446e+01
       1.091s 0000 Spinup Function norm 4.328962677595e+01
       1.123s 0001 Spinup Function norm 2.228472721859e+01
       1.184s 0002 Spinup Function norm 1.286500993446e+01
       1.091s 0000 Spinup Function norm 4.328962677595e+01
       1.090s 0001 Spinup Function norm 2.228472721859e+01
       1.110s 0002 Spinup Function norm 1.286500993446e+01
       1.085s 0000 Spinup Function norm 4.328962677595e+01
       1.088s 0001 Spinup Function norm 2.228472721859e+01
       1.111s 0002 Spinup Function norm 1.286500993446e+01
       1.079s 0000 Spinup Function norm 4.328962677595e+01
       1.080s 0001 Spinup Function norm 2.228472721859e+01
       1.095s 0002 Spinup Function norm 1.286500993446e+01
       1.071s 0000 Spinup Function norm 4.328962677595e+01
       1.087s 0001 Spinup Function norm 2.228472721859e+01
       1.087s 0002 Spinup Function norm 1.286500993446e+01
       1.065s 0000 Spinup Function norm 4.328962677595e+01
       1.070s 0001 Spinup Function norm 2.228472721859e+01
       1.071s 0002 Spinup Function norm 1.286500993446e+01
       1.071s 0000 Spinup Function norm 4.328962677595e+01
       1.083s 0001 Spinup Function norm 2.228472721859e+01
       1.082s 0002 Spinup Function norm 1.286500993446e+01
       1.070s 0000 Spinup Function norm 4.328962677595e+01
       1.070s 0001 Spinup Function norm 2.228472721859e+01
       1.090s 0002 Spinup Function norm 1.286500993446e+01
       1.055s 0000 Spinup Function norm 4.328962677595e+01
       1.054s 0001 Spinup Function norm 2.228472721859e+01
       1.063s 0002 Spinup Function norm 1.286500993446e+01
       1.060s 0000 Spinup Function norm 4.328962677595e+01
       1.047s 0001 Spinup Function norm 2.228472721859e+01
       1.066s 0002 Spinup Function norm 1.286500993446e+01
       1.064s 0000 Spinup Function norm 4.328962677595e+01
       1.038s 0001 Spinup Function norm 2.228472721859e+01
       1.052s 0002 Spinup Function norm 1.286500993446e+01
       1.071s 0000 Spinup Function norm 4.328962677595e+01
       1.067s 0001 Spinup Function norm 2.228472721859e+01
       1.082s 0002 Spinup Function norm 1.286500993446e+01
       1.095s 0000 Spinup Function norm 4.328962677595e+01
       1.058s 0001 Spinup Function norm 2.228472721859e+01
       1.069s 0002 Spinup Function norm 1.286500993446e+01
       1.069s 0000 Spinup Function norm 4.328962677595e+01
       1.048s 0001 Spinup Function norm 2.228472721859e+01
       1.034s 0002 Spinup Function norm 1.286500993446e+01
       1.032s 0000 Spinup Function norm 4.328962677595e+01
       1.028s 0001 Spinup Function norm 2.228472721859e+01
       1.028s 0002 Spinup Function norm 1.286500993446e+01
