
%NQSII(INFO): ------- Output from job:0000 -------
      12.916s 0002 Spinup Function norm 1.286500993446e+01
      12.142s 0000 Spinup Function norm 4.328962677595e+01
      12.140s 0001 Spinup Function norm 2.228472721859e+01
      12.144s 0002 Spinup Function norm 1.286500993446e+01
      11.272s 0000 Spinup Function norm 4.328962677595e+01
      11.278s 0001 Spinup Function norm 2.228472721859e+01
      11.276s 0002 Spinup Function norm 1.286500993446e+01
      10.638s 0000 Spinup Function norm 4.328962677595e+01
      10.636s 0001 Spinup Function norm 2.228472721859e+01
      10.638s 0002 Spinup Function norm 1.286500993446e+01
       9.768s 0000 Spinup Function norm 4.328962677595e+01
       9.728s 0001 Spinup Function norm 2.228472721859e+01
       9.810s 0002 Spinup Function norm 1.286500993446e+01
       9.219s 0000 Spinup Function norm 4.328962677595e+01
       9.246s 0001 Spinup Function norm 2.228472721859e+01
       9.243s 0002 Spinup Function norm 1.286500993446e+01
       8.897s 0000 Spinup Function norm 4.328962677595e+01
       8.896s 0001 Spinup Function norm 2.228472721859e+01
       8.844s 0002 Spinup Function norm 1.286500993446e+01
       8.260s 0000 Spinup Function norm 4.328962677595e+01
       8.252s 0001 Spinup Function norm 2.228472721859e+01
       8.256s 0002 Spinup Function norm 1.286500993446e+01
       7.908s 0000 Spinup Function norm 4.328962677595e+01
       7.889s 0001 Spinup Function norm 2.228472721859e+01
       7.908s 0002 Spinup Function norm 1.286500993446e+01
       7.679s 0000 Spinup Function norm 4.328962677595e+01
       7.678s 0001 Spinup Function norm 2.228472721859e+01
       7.674s 0002 Spinup Function norm 1.286500993446e+01
       7.058s 0000 Spinup Function norm 4.328962677595e+01
       7.006s 0001 Spinup Function norm 2.228472721859e+01
       7.005s 0002 Spinup Function norm 1.286500993446e+01
       6.747s 0000 Spinup Function norm 4.328962677595e+01
       6.740s 0001 Spinup Function norm 2.228472721859e+01
       6.745s 0002 Spinup Function norm 1.286500993446e+01
       6.423s 0000 Spinup Function norm 4.328962677595e+01
       6.388s 0001 Spinup Function norm 2.228472721859e+01
       6.409s 0002 Spinup Function norm 1.286500993446e+01
       6.170s 0000 Spinup Function norm 4.328962677595e+01
       6.170s 0001 Spinup Function norm 2.228472721859e+01
       6.173s 0002 Spinup Function norm 1.286500993446e+01
       5.974s 0000 Spinup Function norm 4.328962677595e+01
       5.994s 0001 Spinup Function norm 2.228472721859e+01
       5.974s 0002 Spinup Function norm 1.286500993446e+01
       5.736s 0000 Spinup Function norm 4.328962677595e+01
       5.737s 0001 Spinup Function norm 2.228472721859e+01
       5.730s 0002 Spinup Function norm 1.286500993446e+01
       5.490s 0000 Spinup Function norm 4.328962677595e+01
       5.491s 0001 Spinup Function norm 2.228472721859e+01
       5.490s 0002 Spinup Function norm 1.286500993446e+01
       5.243s 0000 Spinup Function norm 4.328962677595e+01
       5.239s 0001 Spinup Function norm 2.228472721859e+01
       5.238s 0002 Spinup Function norm 1.286500993446e+01
       4.963s 0000 Spinup Function norm 4.328962677595e+01
       4.952s 0001 Spinup Function norm 2.228472721859e+01
       4.954s 0002 Spinup Function norm 1.286500993446e+01
       4.849s 0000 Spinup Function norm 4.328962677595e+01
       4.846s 0001 Spinup Function norm 2.228472721859e+01
       4.845s 0002 Spinup Function norm 1.286500993446e+01
       4.752s 0000 Spinup Function norm 4.328962677595e+01
       4.774s 0001 Spinup Function norm 2.228472721859e+01
       4.758s 0002 Spinup Function norm 1.286500993446e+01
       4.586s 0000 Spinup Function norm 4.328962677595e+01
       4.584s 0001 Spinup Function norm 2.228472721859e+01
       4.585s 0002 Spinup Function norm 1.286500993446e+01
       4.487s 0000 Spinup Function norm 4.328962677595e+01
       4.474s 0001 Spinup Function norm 2.228472721859e+01
       4.472s 0002 Spinup Function norm 1.286500993446e+01
       4.297s 0000 Spinup Function norm 4.328962677595e+01
       4.296s 0001 Spinup Function norm 2.228472721859e+01
       4.295s 0002 Spinup Function norm 1.286500993446e+01
       4.186s 0000 Spinup Function norm 4.328962677595e+01
       4.181s 0001 Spinup Function norm 2.228472721859e+01
       4.179s 0002 Spinup Function norm 1.286500993446e+01
       4.117s 0000 Spinup Function norm 4.328962677595e+01
       4.095s 0001 Spinup Function norm 2.228472721859e+01
       4.101s 0002 Spinup Function norm 1.286500993446e+01
       4.015s 0000 Spinup Function norm 4.328962677595e+01
       4.014s 0001 Spinup Function norm 2.228472721859e+01
       4.007s 0002 Spinup Function norm 1.286500993446e+01
       3.849s 0000 Spinup Function norm 4.328962677595e+01
       3.847s 0001 Spinup Function norm 2.228472721859e+01
       3.847s 0002 Spinup Function norm 1.286500993446e+01
       3.828s 0000 Spinup Function norm 4.328962677595e+01
       3.827s 0001 Spinup Function norm 2.228472721859e+01
       3.811s 0002 Spinup Function norm 1.286500993446e+01
       3.727s 0000 Spinup Function norm 4.328962677595e+01
       3.743s 0001 Spinup Function norm 2.228472721859e+01
       3.735s 0002 Spinup Function norm 1.286500993446e+01
       3.608s 0000 Spinup Function norm 4.328962677595e+01
       3.591s 0001 Spinup Function norm 2.228472721859e+01
       3.596s 0002 Spinup Function norm 1.286500993446e+01
       3.519s 0000 Spinup Function norm 4.328962677595e+01
       3.514s 0001 Spinup Function norm 2.228472721859e+01
       3.513s 0002 Spinup Function norm 1.286500993446e+01
       3.481s 0000 Spinup Function norm 4.328962677595e+01
       3.481s 0001 Spinup Function norm 2.228472721859e+01
       3.484s 0002 Spinup Function norm 1.286500993446e+01
       3.378s 0000 Spinup Function norm 4.328962677595e+01
       3.369s 0001 Spinup Function norm 2.228472721859e+01
       3.371s 0002 Spinup Function norm 1.286500993446e+01
       3.274s 0000 Spinup Function norm 4.328962677595e+01
       3.273s 0001 Spinup Function norm 2.228472721859e+01
       3.272s 0002 Spinup Function norm 1.286500993446e+01
       3.191s 0000 Spinup Function norm 4.328962677595e+01
       3.192s 0001 Spinup Function norm 2.228472721859e+01
       3.181s 0002 Spinup Function norm 1.286500993446e+01
       3.092s 0000 Spinup Function norm 4.328962677595e+01
       3.094s 0001 Spinup Function norm 2.228472721859e+01
       3.101s 0002 Spinup Function norm 1.286500993446e+01
       3.146s 0000 Spinup Function norm 4.328962677595e+01
       3.146s 0001 Spinup Function norm 2.228472721859e+01
       3.148s 0002 Spinup Function norm 1.286500993446e+01
       2.975s 0000 Spinup Function norm 4.328962677595e+01
       2.958s 0001 Spinup Function norm 2.228472721859e+01
       2.974s 0002 Spinup Function norm 1.286500993446e+01
       2.949s 0000 Spinup Function norm 4.328962677595e+01
       2.931s 0001 Spinup Function norm 2.228472721859e+01
       2.947s 0002 Spinup Function norm 1.286500993446e+01
       2.867s 0000 Spinup Function norm 4.328962677595e+01
       2.861s 0001 Spinup Function norm 2.228472721859e+01
       2.865s 0002 Spinup Function norm 1.286500993446e+01
       2.796s 0000 Spinup Function norm 4.328962677595e+01
       2.782s 0001 Spinup Function norm 2.228472721859e+01
       2.794s 0002 Spinup Function norm 1.286500993446e+01
       2.782s 0000 Spinup Function norm 4.328962677595e+01
       2.772s 0001 Spinup Function norm 2.228472721859e+01
       2.787s 0002 Spinup Function norm 1.286500993446e+01
       2.694s 0000 Spinup Function norm 4.328962677595e+01
       2.690s 0001 Spinup Function norm 2.228472721859e+01
       2.690s 0002 Spinup Function norm 1.286500993446e+01
       2.632s 0000 Spinup Function norm 4.328962677595e+01
       2.636s 0001 Spinup Function norm 2.228472721859e+01
       2.625s 0002 Spinup Function norm 1.286500993446e+01
       2.603s 0000 Spinup Function norm 4.328962677595e+01
       2.587s 0001 Spinup Function norm 2.228472721859e+01
       2.595s 0002 Spinup Function norm 1.286500993446e+01
       2.700s 0000 Spinup Function norm 4.328962677595e+01
       2.543s 0001 Spinup Function norm 2.228472721859e+01
       2.555s 0002 Spinup Function norm 1.286500993446e+01
       2.493s 0000 Spinup Function norm 4.328962677595e+01
       2.492s 0001 Spinup Function norm 2.228472721859e+01
       2.484s 0002 Spinup Function norm 1.286500993446e+01
       2.442s 0000 Spinup Function norm 4.328962677595e+01
       2.448s 0001 Spinup Function norm 2.228472721859e+01
       2.438s 0002 Spinup Function norm 1.286500993446e+01
       2.411s 0000 Spinup Function norm 4.328962677595e+01
       2.414s 0001 Spinup Function norm 2.228472721859e+01
       2.413s 0002 Spinup Function norm 1.286500993446e+01
       2.346s 0000 Spinup Function norm 4.328962677595e+01
       2.347s 0001 Spinup Function norm 2.228472721859e+01
       2.361s 0002 Spinup Function norm 1.286500993446e+01
       2.319s 0000 Spinup Function norm 4.328962677595e+01
       2.299s 0001 Spinup Function norm 2.228472721859e+01
       2.288s 0002 Spinup Function norm 1.286500993446e+01
       2.280s 0000 Spinup Function norm 4.328962677595e+01
       2.264s 0001 Spinup Function norm 2.228472721859e+01
       2.272s 0002 Spinup Function norm 1.286500993446e+01
       2.223s 0000 Spinup Function norm 4.328962677595e+01
       2.229s 0001 Spinup Function norm 2.228472721859e+01
       2.217s 0002 Spinup Function norm 1.286500993446e+01
       2.189s 0000 Spinup Function norm 4.328962677595e+01
       2.188s 0001 Spinup Function norm 2.228472721859e+01
       2.201s 0002 Spinup Function norm 1.286500993446e+01
       2.174s 0000 Spinup Function norm 4.328962677595e+01
       2.184s 0001 Spinup Function norm 2.228472721859e+01
       2.173s 0002 Spinup Function norm 1.286500993446e+01
       2.132s 0000 Spinup Function norm 4.328962677595e+01
       2.120s 0001 Spinup Function norm 2.228472721859e+01
       2.133s 0002 Spinup Function norm 1.286500993446e+01
       2.119s 0000 Spinup Function norm 4.328962677595e+01
       2.117s 0001 Spinup Function norm 2.228472721859e+01
       2.103s 0002 Spinup Function norm 1.286500993446e+01
       2.048s 0000 Spinup Function norm 4.328962677595e+01
       2.037s 0001 Spinup Function norm 2.228472721859e+01
       2.047s 0002 Spinup Function norm 1.286500993446e+01
       2.019s 0000 Spinup Function norm 4.328962677595e+01
       2.024s 0001 Spinup Function norm 2.228472721859e+01
       2.010s 0002 Spinup Function norm 1.286500993446e+01
       2.016s 0000 Spinup Function norm 4.328962677595e+01
       2.005s 0001 Spinup Function norm 2.228472721859e+01
       1.999s 0002 Spinup Function norm 1.286500993446e+01
       1.986s 0000 Spinup Function norm 4.328962677595e+01
       1.997s 0001 Spinup Function norm 2.228472721859e+01
       1.982s 0002 Spinup Function norm 1.286500993446e+01
       1.984s 0000 Spinup Function norm 4.328962677595e+01
       1.962s 0001 Spinup Function norm 2.228472721859e+01
       1.963s 0002 Spinup Function norm 1.286500993446e+01
       1.908s 0000 Spinup Function norm 4.328962677595e+01
       1.899s 0001 Spinup Function norm 2.228472721859e+01
       1.917s 0002 Spinup Function norm 1.286500993446e+01
       1.883s 0000 Spinup Function norm 4.328962677595e+01
       1.880s 0001 Spinup Function norm 2.228472721859e+01
       1.875s 0002 Spinup Function norm 1.286500993446e+01
       1.883s 0000 Spinup Function norm 4.328962677595e+01
       1.870s 0001 Spinup Function norm 2.228472721859e+01
       1.890s 0002 Spinup Function norm 1.286500993446e+01
       1.846s 0000 Spinup Function norm 4.328962677595e+01
       1.848s 0001 Spinup Function norm 2.228472721859e+01
       1.845s 0002 Spinup Function norm 1.286500993446e+01
       1.820s 0000 Spinup Function norm 4.328962677595e+01
       1.821s 0001 Spinup Function norm 2.228472721859e+01
       1.809s 0002 Spinup Function norm 1.286500993446e+01
       1.784s 0000 Spinup Function norm 4.328962677595e+01
       1.774s 0001 Spinup Function norm 2.228472721859e+01
       1.777s 0002 Spinup Function norm 1.286500993446e+01
       1.782s 0000 Spinup Function norm 4.328962677595e+01
       1.778s 0001 Spinup Function norm 2.228472721859e+01
       1.778s 0002 Spinup Function norm 1.286500993446e+01
       1.768s 0000 Spinup Function norm 4.328962677595e+01
       1.775s 0001 Spinup Function norm 2.228472721859e+01
       1.765s 0002 Spinup Function norm 1.286500993446e+01
       1.762s 0000 Spinup Function norm 4.328962677595e+01
       1.743s 0001 Spinup Function norm 2.228472721859e+01
       1.740s 0002 Spinup Function norm 1.286500993446e+01
       1.717s 0000 Spinup Function norm 4.328962677595e+01
       1.716s 0001 Spinup Function norm 2.228472721859e+01
       1.731s 0002 Spinup Function norm 1.286500993446e+01
       1.699s 0000 Spinup Function norm 4.328962677595e+01
       1.695s 0001 Spinup Function norm 2.228472721859e+01
       1.695s 0002 Spinup Function norm 1.286500993446e+01
       1.696s 0000 Spinup Function norm 4.328962677595e+01
       1.681s 0001 Spinup Function norm 2.228472721859e+01
       1.680s 0002 Spinup Function norm 1.286500993446e+01
       1.731s 0000 Spinup Function norm 4.328962677595e+01
       1.685s 0001 Spinup Function norm 2.228472721859e+01
       1.684s 0002 Spinup Function norm 1.286500993446e+01
       1.635s 0000 Spinup Function norm 4.328962677595e+01
       1.627s 0001 Spinup Function norm 2.228472721859e+01
       1.639s 0002 Spinup Function norm 1.286500993446e+01
       1.646s 0000 Spinup Function norm 4.328962677595e+01
       1.655s 0001 Spinup Function norm 2.228472721859e+01
       1.636s 0002 Spinup Function norm 1.286500993446e+01
       1.627s 0000 Spinup Function norm 4.328962677595e+01
       1.609s 0001 Spinup Function norm 2.228472721859e+01
       1.611s 0002 Spinup Function norm 1.286500993446e+01
       1.609s 0000 Spinup Function norm 4.328962677595e+01
       1.595s 0001 Spinup Function norm 2.228472721859e+01
       1.593s 0002 Spinup Function norm 1.286500993446e+01
       1.549s 0000 Spinup Function norm 4.328962677595e+01
       1.550s 0001 Spinup Function norm 2.228472721859e+01
       1.551s 0002 Spinup Function norm 1.286500993446e+01
       1.550s 0000 Spinup Function norm 4.328962677595e+01
       1.593s 0001 Spinup Function norm 2.228472721859e+01
       1.547s 0002 Spinup Function norm 1.286500993446e+01
       1.530s 0000 Spinup Function norm 4.328962677595e+01
       1.542s 0001 Spinup Function norm 2.228472721859e+01
       1.521s 0002 Spinup Function norm 1.286500993446e+01
       1.530s 0000 Spinup Function norm 4.328962677595e+01
       1.576s 0001 Spinup Function norm 2.228472721859e+01
       1.553s 0002 Spinup Function norm 1.286500993446e+01
       1.514s 0000 Spinup Function norm 4.328962677595e+01
       1.492s 0001 Spinup Function norm 2.228472721859e+01
       1.500s 0002 Spinup Function norm 1.286500993446e+01
       1.498s 0000 Spinup Function norm 4.328962677595e+01
       1.479s 0001 Spinup Function norm 2.228472721859e+01
       1.478s 0002 Spinup Function norm 1.286500993446e+01
       1.467s 0000 Spinup Function norm 4.328962677595e+01
       1.464s 0001 Spinup Function norm 2.228472721859e+01
       1.465s 0002 Spinup Function norm 1.286500993446e+01
       1.461s 0000 Spinup Function norm 4.328962677595e+01
       1.460s 0001 Spinup Function norm 2.228472721859e+01
       1.463s 0002 Spinup Function norm 1.286500993446e+01
       1.449s 0000 Spinup Function norm 4.328962677595e+01
       1.438s 0001 Spinup Function norm 2.228472721859e+01
       1.449s 0002 Spinup Function norm 1.286500993446e+01
       1.447s 0000 Spinup Function norm 4.328962677595e+01
       1.444s 0001 Spinup Function norm 2.228472721859e+01
       1.440s 0002 Spinup Function norm 1.286500993446e+01
       1.437s 0000 Spinup Function norm 4.328962677595e+01
       1.447s 0001 Spinup Function norm 2.228472721859e+01
       1.429s 0002 Spinup Function norm 1.286500993446e+01
       1.431s 0000 Spinup Function norm 4.328962677595e+01
       1.405s 0001 Spinup Function norm 2.228472721859e+01
       1.404s 0002 Spinup Function norm 1.286500993446e+01
       1.427s 0000 Spinup Function norm 4.328962677595e+01
       1.414s 0001 Spinup Function norm 2.228472721859e+01
       1.410s 0002 Spinup Function norm 1.286500993446e+01
       1.399s 0000 Spinup Function norm 4.328962677595e+01
       1.387s 0001 Spinup Function norm 2.228472721859e+01
       1.387s 0002 Spinup Function norm 1.286500993446e+01
       1.367s 0000 Spinup Function norm 4.328962677595e+01
       1.360s 0001 Spinup Function norm 2.228472721859e+01
       1.358s 0002 Spinup Function norm 1.286500993446e+01
       1.384s 0000 Spinup Function norm 4.328962677595e+01
       1.381s 0001 Spinup Function norm 2.228472721859e+01
       1.377s 0002 Spinup Function norm 1.286500993446e+01
       1.365s 0000 Spinup Function norm 4.328962677595e+01
       1.363s 0001 Spinup Function norm 2.228472721859e+01
       1.364s 0002 Spinup Function norm 1.286500993446e+01
       1.359s 0000 Spinup Function norm 4.328962677595e+01
       1.356s 0001 Spinup Function norm 2.228472721859e+01
       1.355s 0002 Spinup Function norm 1.286500993446e+01
       1.335s 0000 Spinup Function norm 4.328962677595e+01
       1.314s 0001 Spinup Function norm 2.228472721859e+01
       1.334s 0002 Spinup Function norm 1.286500993446e+01
       1.325s 0000 Spinup Function norm 4.328962677595e+01
       1.317s 0001 Spinup Function norm 2.228472721859e+01
       1.327s 0002 Spinup Function norm 1.286500993446e+01
       1.312s 0000 Spinup Function norm 4.328962677595e+01
       1.313s 0001 Spinup Function norm 2.228472721859e+01
       1.306s 0002 Spinup Function norm 1.286500993446e+01
       1.302s 0000 Spinup Function norm 4.328962677595e+01
       1.301s 0001 Spinup Function norm 2.228472721859e+01
       1.302s 0002 Spinup Function norm 1.286500993446e+01
       1.290s 0000 Spinup Function norm 4.328962677595e+01
       1.289s 0001 Spinup Function norm 2.228472721859e+01
       1.286s 0002 Spinup Function norm 1.286500993446e+01
       1.272s 0000 Spinup Function norm 4.328962677595e+01
       1.291s 0001 Spinup Function norm 2.228472721859e+01
       1.276s 0002 Spinup Function norm 1.286500993446e+01
       1.272s 0000 Spinup Function norm 4.328962677595e+01
       1.276s 0001 Spinup Function norm 2.228472721859e+01
       1.272s 0002 Spinup Function norm 1.286500993446e+01
       1.285s 0000 Spinup Function norm 4.328962677595e+01
       1.283s 0001 Spinup Function norm 2.228472721859e+01
       1.273s 0002 Spinup Function norm 1.286500993446e+01
       1.269s 0000 Spinup Function norm 4.328962677595e+01
       1.260s 0001 Spinup Function norm 2.228472721859e+01
       1.251s 0002 Spinup Function norm 1.286500993446e+01
       1.262s 0000 Spinup Function norm 4.328962677595e+01
       1.251s 0001 Spinup Function norm 2.228472721859e+01
       1.250s 0002 Spinup Function norm 1.286500993446e+01
       1.245s 0000 Spinup Function norm 4.328962677595e+01
       1.242s 0001 Spinup Function norm 2.228472721859e+01
       1.240s 0002 Spinup Function norm 1.286500993446e+01
       1.229s 0000 Spinup Function norm 4.328962677595e+01
       1.230s 0001 Spinup Function norm 2.228472721859e+01
       1.230s 0002 Spinup Function norm 1.286500993446e+01
       1.230s 0000 Spinup Function norm 4.328962677595e+01
       1.213s 0001 Spinup Function norm 2.228472721859e+01
       1.221s 0002 Spinup Function norm 1.286500993446e+01
       1.217s 0000 Spinup Function norm 4.328962677595e+01
       1.210s 0001 Spinup Function norm 2.228472721859e+01
       1.209s 0002 Spinup Function norm 1.286500993446e+01
       1.263s 0000 Spinup Function norm 4.328962677595e+01
       1.218s 0001 Spinup Function norm 2.228472721859e+01
       1.219s 0002 Spinup Function norm 1.286500993446e+01
       1.235s 0000 Spinup Function norm 4.328962677595e+01
       1.229s 0001 Spinup Function norm 2.228472721859e+01
       1.229s 0002 Spinup Function norm 1.286500993446e+01
       1.202s 0000 Spinup Function norm 4.328962677595e+01
       1.191s 0001 Spinup Function norm 2.228472721859e+01
       1.205s 0002 Spinup Function norm 1.286500993446e+01
       1.174s 0000 Spinup Function norm 4.328962677595e+01
       1.164s 0001 Spinup Function norm 2.228472721859e+01
       1.177s 0002 Spinup Function norm 1.286500993446e+01
       1.180s 0000 Spinup Function norm 4.328962677595e+01
       1.173s 0001 Spinup Function norm 2.228472721859e+01
       1.175s 0002 Spinup Function norm 1.286500993446e+01
       1.171s 0000 Spinup Function norm 4.328962677595e+01
       1.158s 0001 Spinup Function norm 2.228472721859e+01
       1.165s 0002 Spinup Function norm 1.286500993446e+01
       1.176s 0000 Spinup Function norm 4.328962677595e+01
       1.168s 0001 Spinup Function norm 2.228472721859e+01
       1.169s 0002 Spinup Function norm 1.286500993446e+01
       1.176s 0000 Spinup Function norm 4.328962677595e+01
       1.162s 0001 Spinup Function norm 2.228472721859e+01
       1.172s 0002 Spinup Function norm 1.286500993446e+01
       1.140s 0000 Spinup Function norm 4.328962677595e+01
       1.132s 0001 Spinup Function norm 2.228472721859e+01
       1.145s 0002 Spinup Function norm 1.286500993446e+01
       1.149s 0000 Spinup Function norm 4.328962677595e+01
       1.143s 0001 Spinup Function norm 2.228472721859e+01
       1.140s 0002 Spinup Function norm 1.286500993446e+01
       1.146s 0000 Spinup Function norm 4.328962677595e+01
       1.138s 0001 Spinup Function norm 2.228472721859e+01
       1.139s 0002 Spinup Function norm 1.286500993446e+01
       1.170s 0000 Spinup Function norm 4.328962677595e+01
       1.128s 0001 Spinup Function norm 2.228472721859e+01
       1.137s 0002 Spinup Function norm 1.286500993446e+01
       1.117s 0000 Spinup Function norm 4.328962677595e+01
       1.108s 0001 Spinup Function norm 2.228472721859e+01
       1.106s 0002 Spinup Function norm 1.286500993446e+01
       1.141s 0000 Spinup Function norm 4.328962677595e+01
       1.130s 0001 Spinup Function norm 2.228472721859e+01
       1.136s 0002 Spinup Function norm 1.286500993446e+01
       1.128s 0000 Spinup Function norm 4.328962677595e+01
       1.114s 0001 Spinup Function norm 2.228472721859e+01
       1.128s 0002 Spinup Function norm 1.286500993446e+01
       1.128s 0000 Spinup Function norm 4.328962677595e+01
       1.109s 0001 Spinup Function norm 2.228472721859e+01
       1.118s 0002 Spinup Function norm 1.286500993446e+01
       1.116s 0000 Spinup Function norm 4.328962677595e+01
       1.101s 0001 Spinup Function norm 2.228472721859e+01
       1.149s 0002 Spinup Function norm 1.286500993446e+01
       1.138s 0000 Spinup Function norm 4.328962677595e+01
       1.093s 0001 Spinup Function norm 2.228472721859e+01
       1.096s 0002 Spinup Function norm 1.286500993446e+01
       1.109s 0000 Spinup Function norm 4.328962677595e+01
       1.086s 0001 Spinup Function norm 2.228472721859e+01
       1.089s 0002 Spinup Function norm 1.286500993446e+01
       1.096s 0000 Spinup Function norm 4.328962677595e+01
       1.095s 0001 Spinup Function norm 2.228472721859e+01
       1.091s 0002 Spinup Function norm 1.286500993446e+01
       1.087s 0000 Spinup Function norm 4.328962677595e+01
       1.089s 0001 Spinup Function norm 2.228472721859e+01
       1.082s 0002 Spinup Function norm 1.286500993446e+01
       1.083s 0000 Spinup Function norm 4.328962677595e+01
       1.086s 0001 Spinup Function norm 2.228472721859e+01
       1.075s 0002 Spinup Function norm 1.286500993446e+01
       1.067s 0000 Spinup Function norm 4.328962677595e+01
       1.071s 0001 Spinup Function norm 2.228472721859e+01
       1.060s 0002 Spinup Function norm 1.286500993446e+01
       1.079s 0000 Spinup Function norm 4.328962677595e+01
       1.077s 0001 Spinup Function norm 2.228472721859e+01
       1.073s 0002 Spinup Function norm 1.286500993446e+01
       1.072s 0000 Spinup Function norm 4.328962677595e+01
       1.085s 0001 Spinup Function norm 2.228472721859e+01
       1.067s 0002 Spinup Function norm 1.286500993446e+01
       1.056s 0000 Spinup Function norm 4.328962677595e+01
       1.060s 0001 Spinup Function norm 2.228472721859e+01
       1.060s 0002 Spinup Function norm 1.286500993446e+01
       1.059s 0000 Spinup Function norm 4.328962677595e+01
       1.056s 0001 Spinup Function norm 2.228472721859e+01
       1.069s 0002 Spinup Function norm 1.286500993446e+01
       1.059s 0000 Spinup Function norm 4.328962677595e+01
       1.047s 0001 Spinup Function norm 2.228472721859e+01
       1.056s 0002 Spinup Function norm 1.286500993446e+01
       1.095s 0000 Spinup Function norm 4.328962677595e+01
       1.086s 0001 Spinup Function norm 2.228472721859e+01
       1.097s 0002 Spinup Function norm 1.286500993446e+01
       1.083s 0000 Spinup Function norm 4.328962677595e+01
       1.102s 0001 Spinup Function norm 2.228472721859e+01
       1.080s 0002 Spinup Function norm 1.286500993446e+01
       1.041s 0000 Spinup Function norm 4.328962677595e+01
       1.030s 0001 Spinup Function norm 2.228472721859e+01
       1.047s 0002 Spinup Function norm 1.286500993446e+01
       1.041s 0000 Spinup Function norm 4.328962677595e+01
       1.034s 0001 Spinup Function norm 2.228472721859e+01
       1.034s 0002 Spinup Function norm 1.286500993446e+01
