
%NQSII(INFO): ------- Output from job:0000 -------
      14.164s 0001 Spinup Function norm 2.228472721859e+01
      14.251s 0002 Spinup Function norm 1.286500993446e+01
      13.738s 0000 Spinup Function norm 4.328962677595e+01
      13.673s 0001 Spinup Function norm 2.228472721859e+01
      13.711s 0002 Spinup Function norm 1.286500993446e+01
      12.362s 0000 Spinup Function norm 4.328962677595e+01
      12.281s 0001 Spinup Function norm 2.228472721859e+01
      12.296s 0002 Spinup Function norm 1.286500993446e+01
      12.212s 0000 Spinup Function norm 4.328962677595e+01
      12.207s 0001 Spinup Function norm 2.228472721859e+01
      11.967s 0002 Spinup Function norm 1.286500993446e+01
      11.219s 0000 Spinup Function norm 4.328962677595e+01
      11.221s 0001 Spinup Function norm 2.228472721859e+01
      11.223s 0002 Spinup Function norm 1.286500993446e+01
      10.630s 0000 Spinup Function norm 4.328962677595e+01
      10.630s 0001 Spinup Function norm 2.228472721859e+01
      10.632s 0002 Spinup Function norm 1.286500993446e+01
       9.873s 0000 Spinup Function norm 4.328962677595e+01
       9.854s 0001 Spinup Function norm 2.228472721859e+01
       9.873s 0002 Spinup Function norm 1.286500993446e+01
       9.399s 0000 Spinup Function norm 4.328962677595e+01
       9.472s 0001 Spinup Function norm 2.228472721859e+01
       9.469s 0002 Spinup Function norm 1.286500993446e+01
       8.812s 0000 Spinup Function norm 4.328962677595e+01
       8.826s 0001 Spinup Function norm 2.228472721859e+01
       8.816s 0002 Spinup Function norm 1.286500993446e+01
       8.261s 0000 Spinup Function norm 4.328962677595e+01
       8.272s 0001 Spinup Function norm 2.228472721859e+01
       8.268s 0002 Spinup Function norm 1.286500993446e+01
       7.822s 0000 Spinup Function norm 4.328962677595e+01
       7.817s 0001 Spinup Function norm 2.228472721859e+01
       7.821s 0002 Spinup Function norm 1.286500993446e+01
       7.407s 0000 Spinup Function norm 4.328962677595e+01
       7.412s 0001 Spinup Function norm 2.228472721859e+01
       7.407s 0002 Spinup Function norm 1.286500993446e+01
       7.110s 0000 Spinup Function norm 4.328962677595e+01
       7.127s 0001 Spinup Function norm 2.228472721859e+01
       7.122s 0002 Spinup Function norm 1.286500993446e+01
       6.858s 0000 Spinup Function norm 4.328962677595e+01
       6.855s 0001 Spinup Function norm 2.228472721859e+01
       6.865s 0002 Spinup Function norm 1.286500993446e+01
       6.450s 0000 Spinup Function norm 4.328962677595e+01
       6.448s 0001 Spinup Function norm 2.228472721859e+01
       6.448s 0002 Spinup Function norm 1.286500993446e+01
       6.215s 0000 Spinup Function norm 4.328962677595e+01
       6.214s 0001 Spinup Function norm 2.228472721859e+01
       6.219s 0002 Spinup Function norm 1.286500993446e+01
       5.960s 0000 Spinup Function norm 4.328962677595e+01
       5.956s 0001 Spinup Function norm 2.228472721859e+01
       5.965s 0002 Spinup Function norm 1.286500993446e+01
       5.717s 0000 Spinup Function norm 4.328962677595e+01
       5.715s 0001 Spinup Function norm 2.228472721859e+01
       5.723s 0002 Spinup Function norm 1.286500993446e+01
       5.613s 0000 Spinup Function norm 4.328962677595e+01
       5.629s 0001 Spinup Function norm 2.228472721859e+01
       5.622s 0002 Spinup Function norm 1.286500993446e+01
       5.125s 0000 Spinup Function norm 4.328962677595e+01
       5.124s 0001 Spinup Function norm 2.228472721859e+01
       5.121s 0002 Spinup Function norm 1.286500993446e+01
       4.977s 0000 Spinup Function norm 4.328962677595e+01
       4.985s 0001 Spinup Function norm 2.228472721859e+01
       4.977s 0002 Spinup Function norm 1.286500993446e+01
       4.828s 0000 Spinup Function norm 4.328962677595e+01
       4.828s 0001 Spinup Function norm 2.228472721859e+01
       4.826s 0002 Spinup Function norm 1.286500993446e+01
       4.700s 0000 Spinup Function norm 4.328962677595e+01
       4.697s 0001 Spinup Function norm 2.228472721859e+01
       4.702s 0002 Spinup Function norm 1.286500993446e+01
       4.659s 0000 Spinup Function norm 4.328962677595e+01
       4.650s 0001 Spinup Function norm 2.228472721859e+01
       4.655s 0002 Spinup Function norm 1.286500993446e+01
       4.480s 0000 Spinup Function norm 4.328962677595e+01
       4.467s 0001 Spinup Function norm 2.228472721859e+01
       4.466s 0002 Spinup Function norm 1.286500993446e+01
       4.393s 0000 Spinup Function norm 4.328962677595e+01
       4.390s 0001 Spinup Function norm 2.228472721859e+01
       4.389s 0002 Spinup Function norm 1.286500993446e+01
       4.153s 0000 Spinup Function norm 4.328962677595e+01
       4.144s 0001 Spinup Function norm 2.228472721859e+01
       4.138s 0002 Spinup Function norm 1.286500993446e+01
       4.056s 0000 Spinup Function norm 4.328962677595e+01
       4.061s 0001 Spinup Function norm 2.228472721859e+01
       4.055s 0002 Spinup Function norm 1.286500993446e+01
       4.034s 0000 Spinup Function norm 4.328962677595e+01
       4.092s 0001 Spinup Function norm 2.228472721859e+01
       4.026s 0002 Spinup Function norm 1.286500993446e+01
       3.919s 0000 Spinup Function norm 4.328962677595e+01
       3.914s 0001 Spinup Function norm 2.228472721859e+01
       3.918s 0002 Spinup Function norm 1.286500993446e+01
       3.807s 0000 Spinup Function norm 4.328962677595e+01
       3.805s 0001 Spinup Function norm 2.228472721859e+01
       3.793s 0002 Spinup Function norm 1.286500993446e+01
       3.677s 0000 Spinup Function norm 4.328962677595e+01
       3.676s 0001 Spinup Function norm 2.228472721859e+01
       3.678s 0002 Spinup Function norm 1.286500993446e+01
       3.631s 0000 Spinup Function norm 4.328962677595e+01
       3.618s 0001 Spinup Function norm 2.228472721859e+01
       3.614s 0002 Spinup Function norm 1.286500993446e+01
       3.512s 0000 Spinup Function norm 4.328962677595e+01
       3.510s 0001 Spinup Function norm 2.228472721859e+01
       3.507s 0002 Spinup Function norm 1.286500993446e+01
       3.438s 0000 Spinup Function norm 4.328962677595e+01
       3.418s 0001 Spinup Function norm 2.228472721859e+01
       3.436s 0002 Spinup Function norm 1.286500993446e+01
       3.380s 0000 Spinup Function norm 4.328962677595e+01
       3.384s 0001 Spinup Function norm 2.228472721859e+01
       3.436s 0002 Spinup Function norm 1.286500993446e+01
       3.295s 0000 Spinup Function norm 4.328962677595e+01
       3.300s 0001 Spinup Function norm 2.228472721859e+01
       3.290s 0002 Spinup Function norm 1.286500993446e+01
       3.188s 0000 Spinup Function norm 4.328962677595e+01
       3.198s 0001 Spinup Function norm 2.228472721859e+01
       3.198s 0002 Spinup Function norm 1.286500993446e+01
       3.106s 0000 Spinup Function norm 4.328962677595e+01
       3.109s 0001 Spinup Function norm 2.228472721859e+01
       3.118s 0002 Spinup Function norm 1.286500993446e+01
       3.092s 0000 Spinup Function norm 4.328962677595e+01
       3.072s 0001 Spinup Function norm 2.228472721859e+01
       3.091s 0002 Spinup Function norm 1.286500993446e+01
       2.983s 0000 Spinup Function norm 4.328962677595e+01
       2.970s 0001 Spinup Function norm 2.228472721859e+01
       2.978s 0002 Spinup Function norm 1.286500993446e+01
       2.936s 0000 Spinup Function norm 4.328962677595e+01
       2.917s 0001 Spinup Function norm 2.228472721859e+01
       2.931s 0002 Spinup Function norm 1.286500993446e+01
       2.874s 0000 Spinup Function norm 4.328962677595e+01
       2.858s 0001 Spinup Function norm 2.228472721859e+01
       2.867s 0002 Spinup Function norm 1.286500993446e+01
       2.800s 0000 Spinup Function norm 4.328962677595e+01
       2.781s 0001 Spinup Function norm 2.228472721859e+01
       2.792s 0002 Spinup Function norm 1.286500993446e+01
       2.789s 0000 Spinup Function norm 4.328962677595e+01
       2.774s 0001 Spinup Function norm 2.228472721859e+01
       2.789s 0002 Spinup Function norm 1.286500993446e+01
       2.695s 0000 Spinup Function norm 4.328962677595e+01
       2.834s 0001 Spinup Function norm 2.228472721859e+01
       2.700s 0002 Spinup Function norm 1.286500993446e+01
       2.650s 0000 Spinup Function norm 4.328962677595e+01
       2.653s 0001 Spinup Function norm 2.228472721859e+01
       2.653s 0002 Spinup Function norm 1.286500993446e+01
       2.590s 0000 Spinup Function norm 4.328962677595e+01
       2.588s 0001 Spinup Function norm 2.228472721859e+01
       2.583s 0002 Spinup Function norm 1.286500993446e+01
       2.547s 0000 Spinup Function norm 4.328962677595e+01
       2.532s 0001 Spinup Function norm 2.228472721859e+01
       2.542s 0002 Spinup Function norm 1.286500993446e+01
       2.505s 0000 Spinup Function norm 4.328962677595e+01
       2.519s 0001 Spinup Function norm 2.228472721859e+01
       2.486s 0002 Spinup Function norm 1.286500993446e+01
       2.450s 0000 Spinup Function norm 4.328962677595e+01
       2.454s 0001 Spinup Function norm 2.228472721859e+01
       2.444s 0002 Spinup Function norm 1.286500993446e+01
       2.408s 0000 Spinup Function norm 4.328962677595e+01
       2.400s 0001 Spinup Function norm 2.228472721859e+01
       2.408s 0002 Spinup Function norm 1.286500993446e+01
       2.344s 0000 Spinup Function norm 4.328962677595e+01
       2.338s 0001 Spinup Function norm 2.228472721859e+01
       2.333s 0002 Spinup Function norm 1.286500993446e+01
       2.301s 0000 Spinup Function norm 4.328962677595e+01
       2.309s 0001 Spinup Function norm 2.228472721859e+01
       2.299s 0002 Spinup Function norm 1.286500993446e+01
       2.289s 0000 Spinup Function norm 4.328962677595e+01
       2.270s 0001 Spinup Function norm 2.228472721859e+01
       2.280s 0002 Spinup Function norm 1.286500993446e+01
       2.242s 0000 Spinup Function norm 4.328962677595e+01
       2.242s 0001 Spinup Function norm 2.228472721859e+01
       2.229s 0002 Spinup Function norm 1.286500993446e+01
       2.183s 0000 Spinup Function norm 4.328962677595e+01
       2.171s 0001 Spinup Function norm 2.228472721859e+01
       2.180s 0002 Spinup Function norm 1.286500993446e+01
       2.173s 0000 Spinup Function norm 4.328962677595e+01
       2.174s 0001 Spinup Function norm 2.228472721859e+01
       2.165s 0002 Spinup Function norm 1.286500993446e+01
       2.152s 0000 Spinup Function norm 4.328962677595e+01
       2.145s 0001 Spinup Function norm 2.228472721859e+01
       2.149s 0002 Spinup Function norm 1.286500993446e+01
       2.103s 0000 Spinup Function norm 4.328962677595e+01
       2.109s 0001 Spinup Function norm 2.228472721859e+01
       2.093s 0002 Spinup Function norm 1.286500993446e+01
       2.051s 0000 Spinup Function norm 4.328962677595e+01
       2.074s 0001 Spinup Function norm 2.228472721859e+01
       2.065s 0002 Spinup Function norm 1.286500993446e+01
       2.014s 0000 Spinup Function norm 4.328962677595e+01
       2.021s 0001 Spinup Function norm 2.228472721859e+01
       2.010s 0002 Spinup Function norm 1.286500993446e+01
       2.017s 0000 Spinup Function norm 4.328962677595e+01
       1.998s 0001 Spinup Function norm 2.228472721859e+01
       2.003s 0002 Spinup Function norm 1.286500993446e+01
       1.992s 0000 Spinup Function norm 4.328962677595e+01
       1.992s 0001 Spinup Function norm 2.228472721859e+01
       1.984s 0002 Spinup Function norm 1.286500993446e+01
       1.962s 0000 Spinup Function norm 4.328962677595e+01
       1.955s 0001 Spinup Function norm 2.228472721859e+01
       1.948s 0002 Spinup Function norm 1.286500993446e+01
       1.920s 0000 Spinup Function norm 4.328962677595e+01
       1.910s 0001 Spinup Function norm 2.228472721859e+01
       1.920s 0002 Spinup Function norm 1.286500993446e+01
       1.889s 0000 Spinup Function norm 4.328962677595e+01
       1.889s 0001 Spinup Function norm 2.228472721859e+01
       1.888s 0002 Spinup Function norm 1.286500993446e+01
       1.897s 0000 Spinup Function norm 4.328962677595e+01
       1.889s 0001 Spinup Function norm 2.228472721859e+01
       1.893s 0002 Spinup Function norm 1.286500993446e+01
       1.839s 0000 Spinup Function norm 4.328962677595e+01
       1.833s 0001 Spinup Function norm 2.228472721859e+01
       1.851s 0002 Spinup Function norm 1.286500993446e+01
       1.805s 0000 Spinup Function norm 4.328962677595e+01
       1.808s 0001 Spinup Function norm 2.228472721859e+01
       1.810s 0002 Spinup Function norm 1.286500993446e+01
       1.797s 0000 Spinup Function norm 4.328962677595e+01
       1.808s 0001 Spinup Function norm 2.228472721859e+01
       1.812s 0002 Spinup Function norm 1.286500993446e+01
       1.803s 0000 Spinup Function norm 4.328962677595e+01
       1.793s 0001 Spinup Function norm 2.228472721859e+01
       1.802s 0002 Spinup Function norm 1.286500993446e+01
       1.820s 0000 Spinup Function norm 4.328962677595e+01
       1.810s 0001 Spinup Function norm 2.228472721859e+01
       1.792s 0002 Spinup Function norm 1.286500993446e+01
       1.760s 0000 Spinup Function norm 4.328962677595e+01
       1.746s 0001 Spinup Function norm 2.228472721859e+01
       1.739s 0002 Spinup Function norm 1.286500993446e+01
       1.722s 0000 Spinup Function norm 4.328962677595e+01
       1.718s 0001 Spinup Function norm 2.228472721859e+01
       1.730s 0002 Spinup Function norm 1.286500993446e+01
       1.707s 0000 Spinup Function norm 4.328962677595e+01
       1.707s 0001 Spinup Function norm 2.228472721859e+01
       1.702s 0002 Spinup Function norm 1.286500993446e+01
       1.684s 0000 Spinup Function norm 4.328962677595e+01
       1.685s 0001 Spinup Function norm 2.228472721859e+01
       1.677s 0002 Spinup Function norm 1.286500993446e+01
       1.735s 0000 Spinup Function norm 4.328962677595e+01
       1.676s 0001 Spinup Function norm 2.228472721859e+01
       1.674s 0002 Spinup Function norm 1.286500993446e+01
       1.634s 0000 Spinup Function norm 4.328962677595e+01
       1.619s 0001 Spinup Function norm 2.228472721859e+01
       1.623s 0002 Spinup Function norm 1.286500993446e+01
       1.637s 0000 Spinup Function norm 4.328962677595e+01
       1.646s 0001 Spinup Function norm 2.228472721859e+01
       1.642s 0002 Spinup Function norm 1.286500993446e+01
       1.600s 0000 Spinup Function norm 4.328962677595e+01
       1.611s 0001 Spinup Function norm 2.228472721859e+01
       1.599s 0002 Spinup Function norm 1.286500993446e+01
       1.615s 0000 Spinup Function norm 4.328962677595e+01
       1.617s 0001 Spinup Function norm 2.228472721859e+01
       1.607s 0002 Spinup Function norm 1.286500993446e+01
       1.562s 0000 Spinup Function norm 4.328962677595e+01
       1.554s 0001 Spinup Function norm 2.228472721859e+01
       1.558s 0002 Spinup Function norm 1.286500993446e+01
       1.549s 0000 Spinup Function norm 4.328962677595e+01
       1.541s 0001 Spinup Function norm 2.228472721859e+01
       1.545s 0002 Spinup Function norm 1.286500993446e+01
       1.543s 0000 Spinup Function norm 4.328962677595e+01
       1.551s 0001 Spinup Function norm 2.228472721859e+01
       1.544s 0002 Spinup Function norm 1.286500993446e+01
       1.534s 0000 Spinup Function norm 4.328962677595e+01
       1.534s 0001 Spinup Function norm 2.228472721859e+01
       1.532s 0002 Spinup Function norm 1.286500993446e+01
       1.504s 0000 Spinup Function norm 4.328962677595e+01
       1.493s 0001 Spinup Function norm 2.228472721859e+01
       1.490s 0002 Spinup Function norm 1.286500993446e+01
       1.487s 0000 Spinup Function norm 4.328962677595e+01
       1.479s 0001 Spinup Function norm 2.228472721859e+01
       1.469s 0002 Spinup Function norm 1.286500993446e+01
       1.472s 0000 Spinup Function norm 4.328962677595e+01
       1.462s 0001 Spinup Function norm 2.228472721859e+01
       1.459s 0002 Spinup Function norm 1.286500993446e+01
       1.487s 0000 Spinup Function norm 4.328962677595e+01
       1.452s 0001 Spinup Function norm 2.228472721859e+01
       1.472s 0002 Spinup Function norm 1.286500993446e+01
       1.445s 0000 Spinup Function norm 4.328962677595e+01
       1.442s 0001 Spinup Function norm 2.228472721859e+01
       1.456s 0002 Spinup Function norm 1.286500993446e+01
       1.450s 0000 Spinup Function norm 4.328962677595e+01
       1.447s 0001 Spinup Function norm 2.228472721859e+01
       1.445s 0002 Spinup Function norm 1.286500993446e+01
       1.446s 0000 Spinup Function norm 4.328962677595e+01
       1.435s 0001 Spinup Function norm 2.228472721859e+01
       1.440s 0002 Spinup Function norm 1.286500993446e+01
       1.431s 0000 Spinup Function norm 4.328962677595e+01
       1.412s 0001 Spinup Function norm 2.228472721859e+01
       1.406s 0002 Spinup Function norm 1.286500993446e+01
       1.427s 0000 Spinup Function norm 4.328962677595e+01
       1.420s 0001 Spinup Function norm 2.228472721859e+01
       1.406s 0002 Spinup Function norm 1.286500993446e+01
       1.405s 0000 Spinup Function norm 4.328962677595e+01
       1.437s 0001 Spinup Function norm 2.228472721859e+01
       1.413s 0002 Spinup Function norm 1.286500993446e+01
       1.365s 0000 Spinup Function norm 4.328962677595e+01
       1.358s 0001 Spinup Function norm 2.228472721859e+01
       1.366s 0002 Spinup Function norm 1.286500993446e+01
       1.385s 0000 Spinup Function norm 4.328962677595e+01
       1.369s 0001 Spinup Function norm 2.228472721859e+01
       1.378s 0002 Spinup Function norm 1.286500993446e+01
       1.357s 0000 Spinup Function norm 4.328962677595e+01
       1.347s 0001 Spinup Function norm 2.228472721859e+01
       1.361s 0002 Spinup Function norm 1.286500993446e+01
       1.346s 0000 Spinup Function norm 4.328962677595e+01
       1.348s 0001 Spinup Function norm 2.228472721859e+01
       1.349s 0002 Spinup Function norm 1.286500993446e+01
       1.326s 0000 Spinup Function norm 4.328962677595e+01
       1.329s 0001 Spinup Function norm 2.228472721859e+01
       1.330s 0002 Spinup Function norm 1.286500993446e+01
       1.322s 0000 Spinup Function norm 4.328962677595e+01
       1.318s 0001 Spinup Function norm 2.228472721859e+01
       1.316s 0002 Spinup Function norm 1.286500993446e+01
       1.300s 0000 Spinup Function norm 4.328962677595e+01
       1.312s 0001 Spinup Function norm 2.228472721859e+01
       1.309s 0002 Spinup Function norm 1.286500993446e+01
       1.297s 0000 Spinup Function norm 4.328962677595e+01
       1.317s 0001 Spinup Function norm 2.228472721859e+01
       1.298s 0002 Spinup Function norm 1.286500993446e+01
       1.294s 0000 Spinup Function norm 4.328962677595e+01
       1.296s 0001 Spinup Function norm 2.228472721859e+01
       1.288s 0002 Spinup Function norm 1.286500993446e+01
       1.291s 0000 Spinup Function norm 4.328962677595e+01
       1.289s 0001 Spinup Function norm 2.228472721859e+01
       1.294s 0002 Spinup Function norm 1.286500993446e+01
       1.296s 0000 Spinup Function norm 4.328962677595e+01
       1.261s 0001 Spinup Function norm 2.228472721859e+01
       1.268s 0002 Spinup Function norm 1.286500993446e+01
       1.261s 0000 Spinup Function norm 4.328962677595e+01
       1.265s 0001 Spinup Function norm 2.228472721859e+01
       1.259s 0002 Spinup Function norm 1.286500993446e+01
       1.252s 0000 Spinup Function norm 4.328962677595e+01
       1.249s 0001 Spinup Function norm 2.228472721859e+01
       1.247s 0002 Spinup Function norm 1.286500993446e+01
       1.270s 0000 Spinup Function norm 4.328962677595e+01
       1.265s 0001 Spinup Function norm 2.228472721859e+01
       1.256s 0002 Spinup Function norm 1.286500993446e+01
       1.257s 0000 Spinup Function norm 4.328962677595e+01
       1.238s 0001 Spinup Function norm 2.228472721859e+01
       1.236s 0002 Spinup Function norm 1.286500993446e+01
       1.229s 0000 Spinup Function norm 4.328962677595e+01
       1.232s 0001 Spinup Function norm 2.228472721859e+01
       1.222s 0002 Spinup Function norm 1.286500993446e+01
       1.225s 0000 Spinup Function norm 4.328962677595e+01
       1.214s 0001 Spinup Function norm 2.228472721859e+01
       1.214s 0002 Spinup Function norm 1.286500993446e+01
       1.239s 0000 Spinup Function norm 4.328962677595e+01
       1.217s 0001 Spinup Function norm 2.228472721859e+01
       1.210s 0002 Spinup Function norm 1.286500993446e+01
       1.214s 0000 Spinup Function norm 4.328962677595e+01
       1.211s 0001 Spinup Function norm 2.228472721859e+01
       1.204s 0002 Spinup Function norm 1.286500993446e+01
       1.239s 0000 Spinup Function norm 4.328962677595e+01
       1.223s 0001 Spinup Function norm 2.228472721859e+01
       1.218s 0002 Spinup Function norm 1.286500993446e+01
       1.203s 0000 Spinup Function norm 4.328962677595e+01
       1.203s 0001 Spinup Function norm 2.228472721859e+01
       1.188s 0002 Spinup Function norm 1.286500993446e+01
       1.185s 0000 Spinup Function norm 4.328962677595e+01
       1.192s 0001 Spinup Function norm 2.228472721859e+01
       1.179s 0002 Spinup Function norm 1.286500993446e+01
       1.175s 0000 Spinup Function norm 4.328962677595e+01
       1.175s 0001 Spinup Function norm 2.228472721859e+01
       1.168s 0002 Spinup Function norm 1.286500993446e+01
       1.174s 0000 Spinup Function norm 4.328962677595e+01
       1.169s 0001 Spinup Function norm 2.228472721859e+01
       1.166s 0002 Spinup Function norm 1.286500993446e+01
       1.169s 0000 Spinup Function norm 4.328962677595e+01
       1.164s 0001 Spinup Function norm 2.228472721859e+01
       1.160s 0002 Spinup Function norm 1.286500993446e+01
       1.178s 0000 Spinup Function norm 4.328962677595e+01
       1.177s 0001 Spinup Function norm 2.228472721859e+01
       1.167s 0002 Spinup Function norm 1.286500993446e+01
       1.147s 0000 Spinup Function norm 4.328962677595e+01
       1.144s 0001 Spinup Function norm 2.228472721859e+01
       1.138s 0002 Spinup Function norm 1.286500993446e+01
       1.146s 0000 Spinup Function norm 4.328962677595e+01
       1.147s 0001 Spinup Function norm 2.228472721859e+01
       1.141s 0002 Spinup Function norm 1.286500993446e+01
       1.166s 0000 Spinup Function norm 4.328962677595e+01
       1.152s 0001 Spinup Function norm 2.228472721859e+01
       1.156s 0002 Spinup Function norm 1.286500993446e+01
       1.141s 0000 Spinup Function norm 4.328962677595e+01
       1.137s 0001 Spinup Function norm 2.228472721859e+01
       1.134s 0002 Spinup Function norm 1.286500993446e+01
       1.114s 0000 Spinup Function norm 4.328962677595e+01
       1.113s 0001 Spinup Function norm 2.228472721859e+01
       1.108s 0002 Spinup Function norm 1.286500993446e+01
       1.146s 0000 Spinup Function norm 4.328962677595e+01
       1.132s 0001 Spinup Function norm 2.228472721859e+01
       1.130s 0002 Spinup Function norm 1.286500993446e+01
       1.132s 0000 Spinup Function norm 4.328962677595e+01
       1.112s 0001 Spinup Function norm 2.228472721859e+01
       1.120s 0002 Spinup Function norm 1.286500993446e+01
       1.157s 0000 Spinup Function norm 4.328962677595e+01
       1.108s 0001 Spinup Function norm 2.228472721859e+01
       1.118s 0002 Spinup Function norm 1.286500993446e+01
       1.106s 0000 Spinup Function norm 4.328962677595e+01
       1.097s 0001 Spinup Function norm 2.228472721859e+01
       1.109s 0002 Spinup Function norm 1.286500993446e+01
       1.101s 0000 Spinup Function norm 4.328962677595e+01
       1.094s 0001 Spinup Function norm 2.228472721859e+01
       1.102s 0002 Spinup Function norm 1.286500993446e+01
       1.088s 0000 Spinup Function norm 4.328962677595e+01
       1.089s 0001 Spinup Function norm 2.228472721859e+01
       1.097s 0002 Spinup Function norm 1.286500993446e+01
       1.098s 0000 Spinup Function norm 4.328962677595e+01
       1.087s 0001 Spinup Function norm 2.228472721859e+01
       1.100s 0002 Spinup Function norm 1.286500993446e+01
       1.093s 0000 Spinup Function norm 4.328962677595e+01
       1.090s 0001 Spinup Function norm 2.228472721859e+01
       1.086s 0002 Spinup Function norm 1.286500993446e+01
       1.086s 0000 Spinup Function norm 4.328962677595e+01
       1.082s 0001 Spinup Function norm 2.228472721859e+01
       1.089s 0002 Spinup Function norm 1.286500993446e+01
       1.085s 0000 Spinup Function norm 4.328962677595e+01
       1.100s 0001 Spinup Function norm 2.228472721859e+01
       1.104s 0002 Spinup Function norm 1.286500993446e+01
       1.086s 0000 Spinup Function norm 4.328962677595e+01
       1.125s 0001 Spinup Function norm 2.228472721859e+01
       1.063s 0002 Spinup Function norm 1.286500993446e+01
       1.083s 0000 Spinup Function norm 4.328962677595e+01
       1.071s 0001 Spinup Function norm 2.228472721859e+01
       1.067s 0002 Spinup Function norm 1.286500993446e+01
       1.071s 0000 Spinup Function norm 4.328962677595e+01
       1.100s 0001 Spinup Function norm 2.228472721859e+01
       1.082s 0002 Spinup Function norm 1.286500993446e+01
       1.073s 0000 Spinup Function norm 4.328962677595e+01
       1.076s 0001 Spinup Function norm 2.228472721859e+01
       1.064s 0002 Spinup Function norm 1.286500993446e+01
       1.061s 0000 Spinup Function norm 4.328962677595e+01
       1.046s 0001 Spinup Function norm 2.228472721859e+01
       1.046s 0002 Spinup Function norm 1.286500993446e+01
       1.075s 0000 Spinup Function norm 4.328962677595e+01
       1.071s 0001 Spinup Function norm 2.228472721859e+01
       1.068s 0002 Spinup Function norm 1.286500993446e+01
       1.061s 0000 Spinup Function norm 4.328962677595e+01
       1.078s 0001 Spinup Function norm 2.228472721859e+01
       1.071s 0002 Spinup Function norm 1.286500993446e+01
       1.040s 0000 Spinup Function norm 4.328962677595e+01
       1.052s 0001 Spinup Function norm 2.228472721859e+01
       1.034s 0002 Spinup Function norm 1.286500993446e+01
       1.040s 0000 Spinup Function norm 4.328962677595e+01
       1.032s 0001 Spinup Function norm 2.228472721859e+01
       1.043s 0002 Spinup Function norm 1.286500993446e+01
